name,bendingLeftBias,bendingRightBias,bendingWarp,bendingWeft,bucklingRatioLeftBias,bucklingRatioRightBias,bucklingRatioWarp,bucklingRatioWeft,bucklingStiffnessLeftBias,bucklingStiffnessRightBias,bucklingStiffnessWarp,bucklingStiffnessWeft,density,friction,internalDamping,leftShear,nonlinearLeftShear_0_lengthRatio,nonlinearLeftShear_0_stiffnessRatio,nonlinearLeftShear_1_lengthRatio,nonlinearLeftShear_1_stiffnessRatio,nonlinearLeftShear_2_lengthRatio,nonlinearLeftShear_2_stiffnessRatio,nonlinearLeftShear_3_lengthRatio,nonlinearLeftShear_3_stiffnessRatio,nonlinearRightShear_0_lengthRatio,nonlinearRightShear_0_stiffnessRatio,nonlinearRightShear_1_lengthRatio,nonlinearRightShear_1_stiffnessRatio,nonlinearRightShear_2_lengthRatio,nonlinearRightShear_2_stiffnessRatio,nonlinearRightShear_3_lengthRatio,nonlinearRightShear_3_stiffnessRatio,nonlinearStretchWarp_0_lengthRatio,nonlinearStretchWarp_0_stiffnessRatio,nonlinearStretchWarp_1_lengthRatio,nonlinearStretchWarp_1_stiffnessRatio,nonlinearStretchWarp_2_lengthRatio,nonlinearStretchWarp_2_stiffnessRatio,nonlinearStretchWarp_3_lengthRatio,nonlinearStretchWarp_3_stiffnessRatio,nonlinearStretchWeft_0_lengthRatio,nonlinearStretchWeft_0_stiffnessRatio,nonlinearStretchWeft_1_lengthRatio,nonlinearStretchWeft_1_stiffnessRatio,nonlinearStretchWeft_2_lengthRatio,nonlinearStretchWeft_2_stiffnessRatio,nonlinearStretchWeft_3_lengthRatio,nonlinearStretchWeft_3_stiffnessRatio,rightShear,stretchWarp,stretchWeft,thickness
V2_Woven_TRS_1_3113,6341.8369140625,6341.8369140625,11311.462890625,6941.00634765625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25227218866348267,0.25227218866348267,0.2514258325099945,0.2520220875740051,208.0,0.029999999329447746,9.999999747378752e-05,26163.654296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25020.525390625,106219.3203125,73525.0546875,0.5
V2_Cut_Sew_Knit_Lace_1_3155,1694.78515625,1694.78515625,5525.33447265625,1345.95703125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1.0,1.0,1.0,1.0,152.0,0.029999999329447746,9.999999747378752e-05,16570.87109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12877.6796875,13395.9765625,7034.8193359375,0.5
V2_Woven_Satin_2_3195,6731.7587890625,6731.7587890625,19685.705078125,5699.5673828125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.3141593635082245,0.3141593635082245,0.3130156099796295,0.31087782979011536,244.0,0.029999999329447746,9.999999747378752e-05,28000.919921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29077.1171875,236603.734375,292710.9375,0.5
V2_Woven_Satin_1_3233,4545.52880859375,4545.52880859375,4855.64208984375,4428.52490234375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.34083810448646545,0.34083810448646545,0.3475923538208008,0.33397310972213745,140.0,0.029999999329447746,9.999999747378752e-05,17515.748046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22391.921875,156162.234375,184123.71875,0.5
V2_Animal_Alternatives_VeganFur_1_3271,22204.990234375,22204.990234375,18903.958984375,21629.802734375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.28999659419059753,0.28999659419059753,0.29034045338630676,0.2871767282485962,376.0,0.029999999329447746,9.999999747378752e-05,36739.00390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36739.00390625,48899.59765625,74437.90625,0.5
V2_Woven_Velvet_Velveteen_1_3311,2145.502197265625,2145.502197265625,6247.2763671875,2884.067138671875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.2500002086162567,0.2500002086162567,0.2500002086162567,0.2500002086162567,160.0,0.029999999329447746,9.999999747378752e-05,10549.716796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10549.716796875,319999.90625,231555.765625,0.5
V2_Cut_Sew_Knit_DobbyMesh_1_3353,244.38125610351562,244.38125610351562,99.56291198730469,630.5643310546875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1.0,1.0,1.0,1.0,148.0,0.029999999329447746,9.999999747378752e-05,14851.2734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14903.357421875,20016.375,20223.0859375,0.5
V2_Woven_Dobby_1_3393,8304.18359375,8304.18359375,9264.5048828125,7859.50634765625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.28948572278022766,0.28948572278022766,0.294367253780365,0.2970011234283447,188.0,0.029999999329447746,9.999999747378752e-05,10859.916015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11235.6572265625,106482.4296875,56480.68359375,0.5
V1_Cut_Sew_Knit_Rib_1X1_319gsm_3429,1920.4720458984375,1920.4720458984375,10926.6171875,536.2940673828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.1919250488281,0.029999999329447746,9.999999747378752e-05,47242.28125,1.0,1.0,1.0700000524520874,1.0,1.1950000524520874,1.0,1.2710000276565552,1.0,1.0,1.0,1.0700000524520874,1.0,1.1950000524520874,1.0,1.2710000276565552,1.0,1.0,1.0,1.0299999713897705,1.0,1.1299999952316284,1.7861614227294922,1.2060000896453857,2.2638437747955322,1.0,1.0,1.1150000095367432,1.0,1.340000033378601,1.0,1.4410001039505005,1.0,47242.28125,441726.59375,51992.1484375,0.8999999761581421
V2_Woven_Gauze_DoubleGauze_2_3465,3294.62841796875,3294.62841796875,6167.34130859375,2155.270751953125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.2868793308734894,0.2868793308734894,0.2885831594467163,0.28859585523605347,115.0,0.029999999329447746,9.999999747378752e-05,9719.7666015625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8834.419921875,73852.765625,28581.75390625,0.5
V1_Woven_Muslin_32X38_3501,24540.697265625,24540.697265625,24540.697265625,24540.697265625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,154.5454559326172,0.029999999329447746,9.999999747378752e-05,204804.625,1.0,0.5356744527816772,1.0049275159835815,1.8889069557189941,1.019997477531433,1.9655383825302124,1.033500075340271,1.9655383825302124,1.0,0.5356744527816772,1.0049275159835815,1.8889069557189941,1.019997477531433,1.9655383825302124,1.033500075340271,1.9655383825302124,1.0,0.29391494393348694,1.0028375387191772,2.6448652744293213,1.0074975490570068,2.6448652744293213,1.0101701021194458,2.6448652744293213,1.0,0.05820567533373833,1.0019949674606323,2.505934953689575,1.006659984588623,2.505934953689575,1.0101701021194458,2.505934953689575,204804.625,378091.09375,399052.65625,0.41999998688697815
V2_Woven_Voile_1_3535,2831.63330078125,2831.63330078125,6476.36474609375,4052.88232421875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,332.0,0.029999999329447746,9.999999747378752e-05,18740.826171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17977.5546875,160000.0,160000.0,0.5
V2_Woven_Georgette_2_3577,318.2595520019531,318.2595520019531,1033.9910888671875,430.0950622558594,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.5071281790733337,0.5071281790733337,0.495504230260849,0.47646263241767883,64.0,0.029999999329447746,9.999999747378752e-05,4568.7890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5942.05859375,117224.28125,33361.265625,0.5
V2_Cut_Sew_Knit_Crochet_2_3619,2076.599853515625,2076.599853515625,2413.558837890625,953.7680053710938,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.9999997019767761,0.9999997019767761,0.9999997615814209,0.9999997019767761,224.0,0.029999999329447746,9.999999747378752e-05,13496.400390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9631.658203125,4920.35302734375,7836.46435546875,0.5
V2_Woven_Denim_1_3659,33695.00390625,33695.00390625,48636.078125,6229.5498046875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.3143312633037567,0.3143312633037567,0.315790057182312,0.32275643944740295,248.0,0.029999999329447746,9.999999747378752e-05,27970.271484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28448.333984375,156820.84375,62190.2890625,0.5
V1_Woven_Cotton_14_Wale_Corduroy_3693,36818.53515625,36818.53515625,49084.390625,21382.853515625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,289.89898681640625,0.029999999329447746,9.999999747378752e-05,226452.625,1.0,0.13432885706424713,1.0099999904632568,1.4505343437194824,1.0245800018310547,1.484761118888855,1.036834955215454,1.8379626274108887,1.0,0.13432885706424713,1.0099999904632568,1.4505343437194824,1.0245800018310547,1.484761118888855,1.036834955215454,1.8379626274108887,1.0,0.0018449033377692103,1.0062450170516968,2.807572603225708,1.007912516593933,3.6898066997528076,1.0101701021194458,3.6898066997528076,1.0,0.06834641098976135,1.0024125576019287,1.9230389595031738,1.0070774555206299,1.9230389595031738,1.0118350982666016,1.9230389595031738,226452.625,271016.90625,520010.25,0.9800000190734863
V2_Woven_Ottoman_1_3725,8076.7119140625,8076.7119140625,8449.7119140625,4777.1796875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,148.0,0.029999999329447746,9.999999747378752e-05,5325.0283203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.96630859375,39171.8515625,19833.59765625,0.5
V2_Woven_Gauze_DoubleGauze_3_3765,2750.298583984375,2750.298583984375,5148.38916015625,1799.1824951171875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.2868793308734894,0.2868793308734894,0.2885831594467163,0.28859585523605347,96.0,0.029999999329447746,9.999999747378752e-05,8113.89208984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7374.8203125,61651.00390625,23859.55078125,0.5
V1_Woven_Silk_Duchess_Satin_3801,332.562255859375,332.562255859375,542.2861938476562,230.6963348388672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.71717071533203,0.029999999329447746,9.999999747378752e-05,3140.22998046875,1.0,0.318448007106781,1.268334984779358,5.543948650360107,1.3216650485992432,29.91510772705078,1.362665057182312,129.66702270507812,1.0,0.318448007106781,1.268334984779358,5.543948650360107,1.3216650485992432,29.91510772705078,1.362665057182312,129.66702270507812,1.0,0.0055797649547457695,1.0125025510787964,7.174030780792236,1.0191650390625,11.159529685974121,1.02516508102417,11.159529685974121,1.0,0.28841352462768555,1.00832998752594,5.968505859375,1.0183299779891968,6.6426568031311035,1.0268349647521973,6.6426568031311035,3140.22998046875,89609.5078125,150542.171875,0.17000000178813934
V2_Woven_Dewspo_1_3835,5283.41162109375,5283.41162109375,2112.12841796875,8454.7138671875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,71.0,0.029999999329447746,9.999999747378752e-05,18402.361328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28950.990234375,108652.8046875,142000.0,0.5
V2_Cut_Sew_Knit_Fleece_3_3875,10303.3232421875,10303.3232421875,26695.416015625,13346.1806640625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1.0,1.0,1.0,1.0,424.0,0.029999999329447746,9.999999747378752e-05,61644.24609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61644.24609375,85319.1015625,92096.2890625,0.5
V2_Cut_Sew_Knit_LoopTerry_1_3913,641.9111328125,641.9111328125,283.3189697265625,2058.05908203125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.908708393573761,0.908708393573761,0.832596480846405,0.8558069467544556,213.0,0.029999999329447746,9.999999747378752e-05,10304.6689453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11912.5947265625,27724.490234375,18066.05859375,0.5
V2_Woven_Flannel_2_3951,16646.16015625,16646.16015625,18135.53125,22692.328125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,269.0,0.029999999329447746,9.999999747378752e-05,32942.05078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31286.166015625,75138.9921875,113140.109375,0.5
V2_Woven_Tweed_2_3991,14211.08203125,14211.08203125,24780.84765625,31497.287109375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25186479091644287,0.25186479091644287,0.26092255115509033,0.25152480602264404,328.0,0.029999999329447746,9.999999747378752e-05,10763.60546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10936.0380859375,46993.79296875,42647.0625,0.5
V2_Woven_Twill_1_4031,35269.7109375,35269.7109375,51285.90625,10284.5048828125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.2512328326702118,0.2512328326702118,0.2505442500114441,0.25264236330986023,302.0,0.029999999329447746,9.999999747378752e-05,56710.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54570.64453125,260766.9375,197527.09375,0.5
V2_Woven_Canvas_3_4069,20840.572265625,20840.572265625,16862.0078125,15936.8232421875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25160008668899536,0.25160008668899536,0.25185877084732056,0.25189676880836487,236.0,0.029999999329447746,9.999999747378752e-05,58896.51171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58896.51171875,170736.890625,182392.40625,0.5
V1_Woven_Polyester_Taffeta_4103,9200.888671875,9200.888671875,5749.43212890625,13041.8330078125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,135.85858154296875,0.029999999329447746,9.999999747378752e-05,831745.8125,1.0,0.3815194368362427,1.001997470855713,2.249783515930176,1.0095850229263306,2.249783515930176,1.01683509349823,2.249783515930176,1.0,0.3815194368362427,1.001997470855713,2.249783515930176,1.0095850229263306,2.249783515930176,1.01683509349823,2.249783515930176,1.0,0.6052117347717285,1.0011374950408936,1.652492642402649,1.002882480621338,1.652492642402649,1.0051450729370117,1.652492642402649,1.0,0.4603613615036011,1.0011374950408936,1.8375293016433716,1.002882480621338,1.8375293016433716,1.0051450729370117,1.8375293016433716,831745.8125,605146.4375,544209.0,0.20000000298023224
V1_Cut_Sew_Knit_Ponte_Jersey_4131,4215.45166015625,4215.45166015625,4209.458984375,4311.3251953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.919189453125,0.029999999329447746,9.999999747378752e-05,107252.703125,1.0,1.0,1.04083251953125,1.0,1.1370799541473389,1.0,1.2118350267410278,1.0,1.0,1.0,1.04083251953125,1.0,1.1370799541473389,1.0,1.2118350267410278,1.0,1.0,0.7789551019668579,1.0300049781799316,1.8995168209075928,1.092502474784851,1.8995168209075928,1.1435050964355469,1.8995168209075928,1.0,0.9379760026931763,1.0220824480056763,1.2799731492996216,1.0833275318145752,1.2799731492996216,1.1343300342559814,1.2799731492996216,107252.703125,94501.984375,173938.96875,0.9800000190734863
V1_Cut_Sew_Knit_Cotton_Rayon_Jersey_4159,650.1442260742188,650.1442260742188,2202.101318359375,128.83041381835938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.40403747558594,0.029999999329447746,9.999999747378752e-05,45058.77734375,1.0,0.9727472066879272,1.0825049877166748,1.3195970058441162,1.2158374786376953,1.9041950702667236,1.3168400526046753,2.8433432579040527,1.0,0.9727472066879272,1.0825049877166748,1.3195970058441162,1.2158374786376953,1.9041950702667236,1.3168400526046753,2.8433432579040527,1.0,0.8473994731903076,1.0704225301742554,2.0396480560302734,1.1687450408935547,4.467128753662109,1.243499994277954,7.398773670196533,1.0,0.9188269972801208,1.1200050115585327,1.6973081827163696,1.320004940032959,1.6973081827163696,1.4710050821304321,1.6973081827163696,45058.77734375,27841.341796875,14884.515625,0.5099999904632568
V1_Woven_Cotton_40s_Stretch_Poplin_4187,6905.90966796875,6905.90966796875,11507.8525390625,3070.957763671875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,119.1919174194336,0.029999999329447746,9.999999747378752e-05,589502.625,1.0,1.0,1.0086749792099,1.0,1.042502522468567,1.0,1.0701700448989868,1.0,1.0,1.0,1.0086749792099,1.0,1.042502522468567,1.0,1.0701700448989868,1.0,1.0,0.21299518644809723,1.0019899606704712,2.9357872009277344,1.0049874782562256,2.9357872009277344,1.0076650381088257,2.9357872009277344,1.0,0.7358499765396118,1.0045075416564941,2.1692659854888916,1.0254149436950684,2.1692659854888916,1.0418349504470825,2.1692659854888916,589502.625,340624.15625,270248.25,0.25999999046325684
V2_Woven_Taffeta_2_4219,8498.072265625,8498.072265625,10636.74609375,6637.5927734375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25009554624557495,0.25009554624557495,0.2507020831108093,0.250227689743042,147.0,0.029999999329447746,9.999999747378752e-05,199719.734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219732.0625,257696.21875,294000.0,0.5
V1_Leather_Full_Grain_Leather_4249,2827433.5,2827433.5,2827433.5,2827433.5,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9900000095367432,0.9900000095367432,0.9900000095367432,0.9900000095367432,300.0,0.029999999329447746,9.999999747378752e-05,300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000.0,150000.0,150000.0,0.5
V2_Woven_Seersucker_3_4279,2563.8291015625,2563.8291015625,2878.693115234375,2266.365478515625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.2682443857192993,0.2682443857192993,0.26776087284088135,0.2723705470561981,92.0,0.029999999329447746,9.999999747378752e-05,5978.3662109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6275.1240234375,25907.173828125,23391.046875,0.5
V1_Cut_Sew_Knit_Sherpa_Fleece_Poly_270gsm_4317,3496.39794921875,3496.39794921875,4598.94677734375,2202.101318359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.029999999329447746,9.999999747378752e-05,22959.880859375,1.0,0.04355423152446747,1.0745949745178223,3.414933204650879,1.172510027885437,9.484830856323242,1.2485100030899048,15.2749605178833,1.0,0.04355423152446747,1.0745949745178223,3.414933204650879,1.172510027885437,9.484830856323242,1.2485100030899048,15.2749605178833,1.0,0.15638482570648193,1.070002555847168,3.4024455547332764,1.1683449745178223,8.11589241027832,1.2443450689315796,10.635109901428223,1.0,0.04267420992255211,1.0995949506759644,2.7524075508117676,1.197510004043579,5.6771955490112305,1.2735100984573364,6.453652858734131,22959.880859375,27059.078125,11716.6787109375,0.6700000166893005
V2_Woven_Jacquard_Brocade_2_4351,12811.4619140625,12811.4619140625,17376.22265625,31885.3984375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25115031003952026,0.25115031003952026,0.2512376010417938,0.2543967664241791,284.0,0.029999999329447746,9.999999747378752e-05,18165.53515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18515.59375,117140.28125,110681.765625,0.5
V2_Woven_ClipJacquard_3_4393,2229.929443359375,2229.929443359375,3110.104736328125,3354.182373046875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.2595190405845642,0.2595190405845642,0.2643223702907562,0.26101624965667725,140.0,0.029999999329447746,9.999999747378752e-05,8014.2734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8359.7958984375,132466.546875,107698.453125,0.5
V2_Woven_ClipJacquard_3_4439,2229.929443359375,2229.929443359375,3110.104736328125,3354.182373046875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.2595190405845642,0.2595190405845642,0.2643223702907562,0.26101624965667725,140.0,0.029999999329447746,9.999999747378752e-05,8014.2734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8359.7958984375,132466.546875,107698.453125,0.5
V2_Woven_Dewspo_3_4481,2616.1689453125,2616.1689453125,3556.4296875,3229.876708984375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.3019361197948456,0.3019361197948456,0.29208138585090637,0.29807108640670776,88.0,0.029999999329447746,9.999999747378752e-05,58220.19921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61049.234375,160866.625,165371.53125,0.5
V2_Cut_Sew_Knit_DoubleKnit_Interlock_3_4519,1234.5340576171875,1234.5340576171875,8616.0947265625,311.03839111328125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1.0,1.0,1.0,1.0,180.0,0.029999999329447746,9.999999747378752e-05,23368.650390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24878.560546875,25562.21875,25073.30078125,0.5
V2_Woven_Denim_2_4557,20315.65625,20315.65625,32275.529296875,8528.4990234375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.3864193558692932,0.3864193558692932,0.3852240741252899,0.3840797245502472,244.0,0.029999999329447746,9.999999747378752e-05,16863.453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18946.591796875,75808.9296875,57178.37890625,0.5
V1_Woven_Cotton_Heavy_Canvas_4591,33750.57421875,33750.57421875,33750.57421875,33750.57421875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,382.3232421875,0.029999999329447746,9.999999747378752e-05,233384.0,1.0,1.0,1.0199999809265137,1.0,1.085415005683899,1.0,1.140165090560913,1.0,1.0,1.0,1.0199999809265137,1.0,1.085415005683899,1.0,1.140165090560913,1.0,1.0,0.003572299377992749,1.012915015220642,3.40824556350708,1.0270824432373047,4.702476501464844,1.039335012435913,5.112410068511963,1.0,0.852864146232605,1.0120799541473389,1.4315956830978394,1.047082543373108,1.4315956830978394,1.074334979057312,1.4315956830978394,233384.0,139965.875,288874.5625,1.0499999523162842
V2_Animal_Alternatives_VeganSuede_3_4623,11064.3134765625,11064.3134765625,14690.3935546875,10689.61328125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.3577203154563904,0.3577203154563904,0.35404154658317566,0.3554045557975769,280.0,0.029999999329447746,9.999999747378752e-05,149679.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153513.34375,155800.4375,172310.3125,0.5
V2_Woven_Plaid_3_4663,5084.87939453125,5084.87939453125,5357.4580078125,2752.970947265625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.2508070170879364,0.2508070170879364,0.2520541250705719,0.25249460339546204,92.0,0.029999999329447746,9.999999747378752e-05,13217.7099609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13892.171875,125388.1953125,91534.5703125,0.5
V2_Animal_Alternatives_VeganLeather_1_4703,15470.8193359375,15470.8193359375,41398.73046875,11649.0751953125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1.0,1.0,1.0,1.0,300.0,0.029999999329447746,9.999999747378752e-05,133272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136685.8125,119434.75,144827.578125,0.5
V2_Woven_Ottoman_3_4741,8076.7119140625,8076.7119140625,8449.7119140625,4777.1796875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,148.0,0.029999999329447746,9.999999747378752e-05,5325.0283203125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5985.96630859375,39171.8515625,19833.59765625,0.5
V2_Non-Fabric_PVC_3_4779,19731.41015625,19731.41015625,23384.677734375,22798.927734375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25444313883781433,0.25444313883781433,0.254072368144989,0.2524060010910034,222.0,0.029999999329447746,9.999999747378752e-05,245892.640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245892.640625,149364.90625,168495.484375,0.5
V2_Cut_Sew_Knit_FrenchTerry_2_4817,3726.8017578125,3726.8017578125,14877.060546875,1512.94091796875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1.0,1.0,1.0,1.0,220.0,0.029999999329447746,9.999999747378752e-05,15896.9091796875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16995.845703125,15853.6728515625,17330.126953125,0.5
V1_Cut_Sew_Knit_Sherpa_Fleece_Poly_275gsm_4853,3496.39794921875,3496.39794921875,4598.94677734375,2202.101318359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.029999999329447746,9.999999747378752e-05,22959.880859375,1.0,0.04355423152446747,1.0745949745178223,3.414933204650879,1.172510027885437,9.484830856323242,1.2485100030899048,15.2749605178833,1.0,0.04355423152446747,1.0745949745178223,3.414933204650879,1.172510027885437,9.484830856323242,1.2485100030899048,15.2749605178833,1.0,0.15638482570648193,1.070002555847168,3.4024455547332764,1.1683449745178223,8.11589241027832,1.2443450689315796,10.635109901428223,1.0,0.04267420992255211,1.0995949506759644,2.7524075508117676,1.197510004043579,5.6771955490112305,1.2735100984573364,6.453652858734131,22959.880859375,27059.078125,11716.6787109375,0.6700000166893005
V2_Woven_Tweed_1_4889,9893.09375,9893.09375,17927.140625,21968.8125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.2563907504081726,0.2563907504081726,0.2509734332561493,0.25131887197494507,324.0,0.029999999329447746,9.999999747378752e-05,9053.5126953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8929.9306640625,68456.15625,112727.703125,0.5
V2_Animal_Alternatives_VeganLeather_3_4929,15728.8701171875,15728.8701171875,29278.5703125,14585.78125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,1.0,1.0,1.0,1.0,316.0,0.029999999329447746,9.999999747378752e-05,160853.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153777.296875,101772.8125,149387.734375,0.5
V1_Cut_Sew_Knit_Sherpa_Fleece_Poly_240gsm_4965,3496.39794921875,3496.39794921875,4598.94677734375,2202.101318359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.029999999329447746,9.999999747378752e-05,22959.880859375,1.0,0.04355423152446747,1.0745949745178223,3.414933204650879,1.172510027885437,9.484830856323242,1.2485100030899048,15.2749605178833,1.0,0.04355423152446747,1.0745949745178223,3.414933204650879,1.172510027885437,9.484830856323242,1.2485100030899048,15.2749605178833,1.0,0.15638482570648193,1.070002555847168,3.4024455547332764,1.1683449745178223,8.11589241027832,1.2443450689315796,10.635109901428223,1.0,0.04267420992255211,1.0995949506759644,2.7524075508117676,1.197510004043579,5.6771955490112305,1.2735100984573364,6.453652858734131,22959.880859375,27059.078125,11716.6787109375,0.6700000166893005
