name,nonlinearStretchWarp,bucklingRatioLeftBias,density,bendingWeft,bucklingRatioRightBias,nonlinearRightShear,stretchWarp,bendingRightBias,nonlinearStretchWeft,bucklingStiffnessRightBias,bucklingStiffnessLeftBias,leftShear,nonlinearLeftShear,thickness,stretchWeft,internalDamping,bucklingRatioWarp,bendingWarp,rightShear,bucklingStiffnessWeft,bucklingStiffnessWarp,friction,bendingLeftBias,bucklingRatioWeft
V2_Animal_Alternatives_VeganFur_3_1699,,0.30000001192092896,810.0,105882.7734375,0.30000001192092896,,131466.953125,105837.703125,,0.25,0.25,149134.140625,,0.5,166900.0,9.999999747378752e-05,0.30000001192092896,211768.921875,149134.140625,0.25,0.25,0.029999999329447746,105837.703125,0.30000001192092896
V2_Animal_Alternatives_VeganLeather_2_1737,,0.30000001192092896,380.0,23701.939453125,0.30000001192092896,,78001.203125,21063.96484375,,1.0,1.0,117075.7890625,,0.5,64834.53515625,9.999999747378752e-05,0.30000001192092896,96244.265625,108516.6171875,1.0,1.0,0.029999999329447746,21063.96484375,0.30000001192092896
V1_Woven_Cotton_Voile_1771,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.2704392373561859}, {'lengthRatio': 1.0019899606704712, 'stiffnessRatio': 3.088897943496704}, {'lengthRatio': 1.0058300495147705, 'stiffnessRatio': 3.088897943496704}, {'lengthRatio': 1.0093300342559814, 'stiffnessRatio': 3.088897943496704}]",0.30000001192092896,79.29293823242188,2256.030517578125,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.823711097240448}, {'lengthRatio': 1.0399999618530273, 'stiffnessRatio': 3.4230287075042725}, {'lengthRatio': 1.1133350133895874, 'stiffnessRatio': 5.603886127471924}, {'lengthRatio': 1.1693300008773804, 'stiffnessRatio': 8.253124237060547}]",323740.0625,3064.965576171875,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.3426857888698578}, {'lengthRatio': 1.0045050382614136, 'stiffnessRatio': 3.7946817874908447}, {'lengthRatio': 1.015832543373108, 'stiffnessRatio': 5.288254261016846}, {'lengthRatio': 1.0235000848770142, 'stiffnessRatio': 5.288254261016846}]",0.25,0.25,42214.7578125,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.823711097240448}, {'lengthRatio': 1.0399999618530273, 'stiffnessRatio': 3.4230287075042725}, {'lengthRatio': 1.1133350133895874, 'stiffnessRatio': 5.603886127471924}, {'lengthRatio': 1.1693300008773804, 'stiffnessRatio': 8.253124237060547}]",0.20999999344348907,189098.3125,9.999999747378752e-05,0.30000001192092896,5371.9287109375,42214.7578125,0.25,0.25,0.029999999329447746,3064.965576171875,0.30000001192092896
V2_Cut_Sew_Knit_Neoprene_Scuba_2_1805,,0.30000001192092896,284.0,32251.654296875,0.30000001192092896,,56036.6484375,23807.45703125,,0.8543397784233093,0.8543397784233093,46809.8359375,,0.5,50975.3828125,9.999999747378752e-05,0.30000001192092896,52288.5234375,45020.26953125,0.8548691272735596,0.8549089431762695,0.029999999329447746,23807.45703125,0.30000001192092896
V2_Woven_Poplin_2_1845,,0.30000001192092896,120.0,5813.0859375,0.30000001192092896,,240000.0,3323.010986328125,,0.25,0.25,99220.296875,,0.5,240000.0,9.999999747378752e-05,0.30000001192092896,6637.34912109375,99363.4453125,0.25,0.25,0.029999999329447746,3323.010986328125,0.30000001192092896
V1_Fur_Angora_1877,,0.0,230.0,3769.911376953125,0.0,,110000.0,4712.38916015625,,0.0,0.0,80000.0,,0.5,53000.0,9.999999747378752e-05,0.0,5340.70751953125,80000.0,0.0,0.0,0.029999999329447746,4712.38916015625,0.0
V1_Fur_Angora_1878,,0.0,230.0,3769.911376953125,0.0,,110000.0,4712.38916015625,,0.0,0.0,80000.0,,0.5,53000.0,9.999999747378752e-05,0.0,5340.70751953125,80000.0,0.0,0.0,0.029999999329447746,4712.38916015625,0.0
V1_Fur_Angora_1879,,0.0,230.0,3769.911376953125,0.0,,110000.0,4712.38916015625,,0.0,0.0,80000.0,,0.5,53000.0,9.999999747378752e-05,0.0,5340.70751953125,80000.0,0.0,0.0,0.029999999329447746,4712.38916015625,0.0
V2_Cut_Sew_Knit_ITY_MatteJersey_2_1909,,0.30000001192092896,204.0,1045.7867431640625,0.30000001192092896,,50004.33203125,728.3651733398438,,1.0,1.0,18409.494140625,,0.5,19576.376953125,9.999999747378752e-05,0.30000001192092896,2179.43115234375,24530.708984375,1.0,1.0,0.029999999329447746,728.3651733398438,0.30000001192092896
V2_Cut_Sew_Knit_Rib_3_1951,,0.30000001192092896,227.0,104.56342315673828,0.30000001192092896,,16032.8818359375,555.46337890625,,1.0,1.0,10192.9765625,,0.5,8687.3974609375,9.999999747378752e-05,0.30000001192092896,6796.22119140625,7566.81298828125,1.0,1.0,0.029999999329447746,555.46337890625,0.30000001192092896
