name,bendingRightBias,stretchWarp,bucklingRatioWeft,bucklingStiffnessWeft,bucklingStiffnessRightBias,bucklingStiffnessWarp,rightShear,bucklingStiffnessLeftBias,internalDamping,nonlinearLeftShear,bucklingRatioRightBias,bendingWeft,density,stretchWeft,bendingWarp,nonlinearStretchWeft,leftShear,bucklingRatioLeftBias,nonlinearRightShear,thickness,bendingLeftBias,friction,bucklingRatioWarp,nonlinearStretchWarp
(Default_for_Simulation)_3041,6283.185546875,100000.0,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,20000.0,0.800000011920929,9.999999747378752e-05,,0.800000011920929,6283.185546875,300.0,100000.0,6283.185546875,,20000.0,0.800000011920929,,0.5,6283.185546875,0.029999999329447746,0.800000011920929,
V2_Woven_TRS_2_3071,7458.2060546875,161666.578125,0.30000001192092896,0.25,0.25,0.25,33943.91796875,0.25,9.999999747378752e-05,,0.30000001192092896,7857.04931640625,256.0,161111.921875,17183.65625,,30440.46484375,0.30000001192092896,,0.5,7458.2060546875,0.029999999329447746,0.30000001192092896,
V2_Woven_TRS_1_3113,6341.8369140625,106219.3203125,0.30000001192092896,0.2520220875740051,0.25227218866348267,0.2514258325099945,25020.525390625,0.25227218866348267,9.999999747378752e-05,,0.30000001192092896,6941.00634765625,208.0,73525.0546875,11311.462890625,,26163.654296875,0.30000001192092896,,0.5,6341.8369140625,0.029999999329447746,0.30000001192092896,
V2_Cut_Sew_Knit_Lace_1_3155,1694.78515625,13395.9765625,0.30000001192092896,1.0,1.0,1.0,12877.6796875,1.0,9.999999747378752e-05,,0.30000001192092896,1345.95703125,152.0,7034.8193359375,5525.33447265625,,16570.87109375,0.30000001192092896,,0.5,1694.78515625,0.029999999329447746,0.30000001192092896,
V2_Woven_Satin_2_3195,6731.7587890625,236603.734375,0.30000001192092896,0.31087782979011536,0.3141593635082245,0.3130156099796295,29077.1171875,0.3141593635082245,9.999999747378752e-05,,0.30000001192092896,5699.5673828125,244.0,292710.9375,19685.705078125,,28000.919921875,0.30000001192092896,,0.5,6731.7587890625,0.029999999329447746,0.30000001192092896,
V2_Woven_Satin_1_3233,4545.52880859375,156162.234375,0.30000001192092896,0.33397310972213745,0.34083810448646545,0.3475923538208008,22391.921875,0.34083810448646545,9.999999747378752e-05,,0.30000001192092896,4428.52490234375,140.0,184123.71875,4855.64208984375,,17515.748046875,0.30000001192092896,,0.5,4545.52880859375,0.029999999329447746,0.30000001192092896,
V2_Animal_Alternatives_VeganFur_1_3271,22204.990234375,48899.59765625,0.30000001192092896,0.2871767282485962,0.28999659419059753,0.29034045338630676,36739.00390625,0.28999659419059753,9.999999747378752e-05,,0.30000001192092896,21629.802734375,376.0,74437.90625,18903.958984375,,36739.00390625,0.30000001192092896,,0.5,22204.990234375,0.029999999329447746,0.30000001192092896,
V2_Woven_Velvet_Velveteen_1_3311,2145.502197265625,319999.90625,0.30000001192092896,0.2500002086162567,0.2500002086162567,0.2500002086162567,10549.716796875,0.2500002086162567,9.999999747378752e-05,,0.30000001192092896,2884.067138671875,160.0,231555.765625,6247.2763671875,,10549.716796875,0.30000001192092896,,0.5,2145.502197265625,0.029999999329447746,0.30000001192092896,
V2_Cut_Sew_Knit_DobbyMesh_1_3353,244.38125610351562,20016.375,0.30000001192092896,1.0,1.0,1.0,14903.357421875,1.0,9.999999747378752e-05,,0.30000001192092896,630.5643310546875,148.0,20223.0859375,99.56291198730469,,14851.2734375,0.30000001192092896,,0.5,244.38125610351562,0.029999999329447746,0.30000001192092896,
V2_Woven_Dobby_1_3393,8304.18359375,106482.4296875,0.30000001192092896,0.2970011234283447,0.28948572278022766,0.294367253780365,11235.6572265625,0.28948572278022766,9.999999747378752e-05,,0.30000001192092896,7859.50634765625,188.0,56480.68359375,9264.5048828125,,10859.916015625,0.30000001192092896,,0.5,8304.18359375,0.029999999329447746,0.30000001192092896,
V1_Cut_Sew_Knit_Rib_1X1_319gsm_3429,1920.4720458984375,441726.59375,0.0,0.0,0.0,0.0,47242.28125,0.0,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0700000524520874, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.1950000524520874, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.2710000276565552, 'stiffnessRatio': 1.0}]",0.0,536.2940673828125,319.1919250488281,51992.1484375,10926.6171875,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.1150000095367432, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.340000033378601, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.4410001039505005, 'stiffnessRatio': 1.0}]",47242.28125,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0700000524520874, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.1950000524520874, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.2710000276565552, 'stiffnessRatio': 1.0}]",0.8999999761581421,1920.4720458984375,0.029999999329447746,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0299999713897705, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.1299999952316284, 'stiffnessRatio': 1.7861614227294922}, {'lengthRatio': 1.2060000896453857, 'stiffnessRatio': 2.2638437747955322}]"
V2_Woven_Gauze_DoubleGauze_2_3465,3294.62841796875,73852.765625,0.30000001192092896,0.28859585523605347,0.2868793308734894,0.2885831594467163,8834.419921875,0.2868793308734894,9.999999747378752e-05,,0.30000001192092896,2155.270751953125,115.0,28581.75390625,6167.34130859375,,9719.7666015625,0.30000001192092896,,0.5,3294.62841796875,0.029999999329447746,0.30000001192092896,
V1_Woven_Muslin_32X38_3501,24540.697265625,378091.09375,0.30000001192092896,0.25,0.25,0.25,204804.625,0.25,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.5356744527816772}, {'lengthRatio': 1.0049275159835815, 'stiffnessRatio': 1.8889069557189941}, {'lengthRatio': 1.019997477531433, 'stiffnessRatio': 1.9655383825302124}, {'lengthRatio': 1.033500075340271, 'stiffnessRatio': 1.9655383825302124}]",0.30000001192092896,24540.697265625,154.5454559326172,399052.65625,24540.697265625,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.05820567533373833}, {'lengthRatio': 1.0019949674606323, 'stiffnessRatio': 2.505934953689575}, {'lengthRatio': 1.006659984588623, 'stiffnessRatio': 2.505934953689575}, {'lengthRatio': 1.0101701021194458, 'stiffnessRatio': 2.505934953689575}]",204804.625,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.5356744527816772}, {'lengthRatio': 1.0049275159835815, 'stiffnessRatio': 1.8889069557189941}, {'lengthRatio': 1.019997477531433, 'stiffnessRatio': 1.9655383825302124}, {'lengthRatio': 1.033500075340271, 'stiffnessRatio': 1.9655383825302124}]",0.41999998688697815,24540.697265625,0.029999999329447746,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.29391494393348694}, {'lengthRatio': 1.0028375387191772, 'stiffnessRatio': 2.6448652744293213}, {'lengthRatio': 1.0074975490570068, 'stiffnessRatio': 2.6448652744293213}, {'lengthRatio': 1.0101701021194458, 'stiffnessRatio': 2.6448652744293213}]"
V2_Woven_Voile_1_3535,2831.63330078125,160000.0,0.30000001192092896,0.25,0.25,0.25,17977.5546875,0.25,9.999999747378752e-05,,0.30000001192092896,4052.88232421875,332.0,160000.0,6476.36474609375,,18740.826171875,0.30000001192092896,,0.5,2831.63330078125,0.029999999329447746,0.30000001192092896,
V2_Woven_Georgette_2_3577,318.2595520019531,117224.28125,0.30000001192092896,0.47646263241767883,0.5071281790733337,0.495504230260849,5942.05859375,0.5071281790733337,9.999999747378752e-05,,0.30000001192092896,430.0950622558594,64.0,33361.265625,1033.9910888671875,,4568.7890625,0.30000001192092896,,0.5,318.2595520019531,0.029999999329447746,0.30000001192092896,
V2_Cut_Sew_Knit_Crochet_2_3619,2076.599853515625,4920.35302734375,0.30000001192092896,0.9999997019767761,0.9999997019767761,0.9999997615814209,9631.658203125,0.9999997019767761,9.999999747378752e-05,,0.30000001192092896,953.7680053710938,224.0,7836.46435546875,2413.558837890625,,13496.400390625,0.30000001192092896,,0.5,2076.599853515625,0.029999999329447746,0.30000001192092896,
V2_Woven_Denim_1_3659,33695.00390625,156820.84375,0.30000001192092896,0.32275643944740295,0.3143312633037567,0.315790057182312,28448.333984375,0.3143312633037567,9.999999747378752e-05,,0.30000001192092896,6229.5498046875,248.0,62190.2890625,48636.078125,,27970.271484375,0.30000001192092896,,0.5,33695.00390625,0.029999999329447746,0.30000001192092896,
V1_Woven_Cotton_14_Wale_Corduroy_3693,36818.53515625,271016.90625,0.30000001192092896,0.25,0.25,0.25,226452.625,0.25,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.13432885706424713}, {'lengthRatio': 1.0099999904632568, 'stiffnessRatio': 1.4505343437194824}, {'lengthRatio': 1.0245800018310547, 'stiffnessRatio': 1.484761118888855}, {'lengthRatio': 1.036834955215454, 'stiffnessRatio': 1.8379626274108887}]",0.30000001192092896,21382.853515625,289.89898681640625,520010.25,49084.390625,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.06834641098976135}, {'lengthRatio': 1.0024125576019287, 'stiffnessRatio': 1.9230389595031738}, {'lengthRatio': 1.0070774555206299, 'stiffnessRatio': 1.9230389595031738}, {'lengthRatio': 1.0118350982666016, 'stiffnessRatio': 1.9230389595031738}]",226452.625,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.13432885706424713}, {'lengthRatio': 1.0099999904632568, 'stiffnessRatio': 1.4505343437194824}, {'lengthRatio': 1.0245800018310547, 'stiffnessRatio': 1.484761118888855}, {'lengthRatio': 1.036834955215454, 'stiffnessRatio': 1.8379626274108887}]",0.9800000190734863,36818.53515625,0.029999999329447746,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.0018449033377692103}, {'lengthRatio': 1.0062450170516968, 'stiffnessRatio': 2.807572603225708}, {'lengthRatio': 1.007912516593933, 'stiffnessRatio': 3.6898066997528076}, {'lengthRatio': 1.0101701021194458, 'stiffnessRatio': 3.6898066997528076}]"
V2_Woven_Ottoman_1_3725,8076.7119140625,39171.8515625,0.30000001192092896,0.25,0.25,0.25,5985.96630859375,0.25,9.999999747378752e-05,,0.30000001192092896,4777.1796875,148.0,19833.59765625,8449.7119140625,,5325.0283203125,0.30000001192092896,,0.5,8076.7119140625,0.029999999329447746,0.30000001192092896,
V2_Woven_Gauze_DoubleGauze_3_3765,2750.298583984375,61651.00390625,0.30000001192092896,0.28859585523605347,0.2868793308734894,0.2885831594467163,7374.8203125,0.2868793308734894,9.999999747378752e-05,,0.30000001192092896,1799.1824951171875,96.0,23859.55078125,5148.38916015625,,8113.89208984375,0.30000001192092896,,0.5,2750.298583984375,0.029999999329447746,0.30000001192092896,
V1_Woven_Silk_Duchess_Satin_3801,332.562255859375,89609.5078125,0.0,0.0,0.0,0.0,3140.22998046875,0.0,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.318448007106781}, {'lengthRatio': 1.268334984779358, 'stiffnessRatio': 5.543948650360107}, {'lengthRatio': 1.3216650485992432, 'stiffnessRatio': 29.91510772705078}, {'lengthRatio': 1.362665057182312, 'stiffnessRatio': 129.66702270507812}]",0.0,230.6963348388672,71.71717071533203,150542.171875,542.2861938476562,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.28841352462768555}, {'lengthRatio': 1.00832998752594, 'stiffnessRatio': 5.968505859375}, {'lengthRatio': 1.0183299779891968, 'stiffnessRatio': 6.6426568031311035}, {'lengthRatio': 1.0268349647521973, 'stiffnessRatio': 6.6426568031311035}]",3140.22998046875,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.318448007106781}, {'lengthRatio': 1.268334984779358, 'stiffnessRatio': 5.543948650360107}, {'lengthRatio': 1.3216650485992432, 'stiffnessRatio': 29.91510772705078}, {'lengthRatio': 1.362665057182312, 'stiffnessRatio': 129.66702270507812}]",0.17000000178813934,332.562255859375,0.029999999329447746,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.0055797649547457695}, {'lengthRatio': 1.0125025510787964, 'stiffnessRatio': 7.174030780792236}, {'lengthRatio': 1.0191650390625, 'stiffnessRatio': 11.159529685974121}, {'lengthRatio': 1.02516508102417, 'stiffnessRatio': 11.159529685974121}]"
V2_Woven_Dewspo_1_3835,5283.41162109375,108652.8046875,0.30000001192092896,0.25,0.25,0.25,28950.990234375,0.25,9.999999747378752e-05,,0.30000001192092896,8454.7138671875,71.0,142000.0,2112.12841796875,,18402.361328125,0.30000001192092896,,0.5,5283.41162109375,0.029999999329447746,0.30000001192092896,
V2_Cut_Sew_Knit_Fleece_3_3875,10303.3232421875,85319.1015625,0.30000001192092896,1.0,1.0,1.0,61644.24609375,1.0,9.999999747378752e-05,,0.30000001192092896,13346.1806640625,424.0,92096.2890625,26695.416015625,,61644.24609375,0.30000001192092896,,0.5,10303.3232421875,0.029999999329447746,0.30000001192092896,
V2_Cut_Sew_Knit_LoopTerry_1_3913,641.9111328125,27724.490234375,0.30000001192092896,0.8558069467544556,0.908708393573761,0.832596480846405,11912.5947265625,0.908708393573761,9.999999747378752e-05,,0.30000001192092896,2058.05908203125,213.0,18066.05859375,283.3189697265625,,10304.6689453125,0.30000001192092896,,0.5,641.9111328125,0.029999999329447746,0.30000001192092896,
V2_Woven_Flannel_2_3951,16646.16015625,75138.9921875,0.30000001192092896,0.25,0.25,0.25,31286.166015625,0.25,9.999999747378752e-05,,0.30000001192092896,22692.328125,269.0,113140.109375,18135.53125,,32942.05078125,0.30000001192092896,,0.5,16646.16015625,0.029999999329447746,0.30000001192092896,
V2_Woven_Tweed_2_3991,14211.08203125,46993.79296875,0.30000001192092896,0.25152480602264404,0.25186479091644287,0.26092255115509033,10936.0380859375,0.25186479091644287,9.999999747378752e-05,,0.30000001192092896,31497.287109375,328.0,42647.0625,24780.84765625,,10763.60546875,0.30000001192092896,,0.5,14211.08203125,0.029999999329447746,0.30000001192092896,
V2_Woven_Twill_1_4031,35269.7109375,260766.9375,0.30000001192092896,0.25264236330986023,0.2512328326702118,0.2505442500114441,54570.64453125,0.2512328326702118,9.999999747378752e-05,,0.30000001192092896,10284.5048828125,302.0,197527.09375,51285.90625,,56710.28125,0.30000001192092896,,0.5,35269.7109375,0.029999999329447746,0.30000001192092896,
V2_Woven_Canvas_3_4069,20840.572265625,170736.890625,0.30000001192092896,0.25189676880836487,0.25160008668899536,0.25185877084732056,58896.51171875,0.25160008668899536,9.999999747378752e-05,,0.30000001192092896,15936.8232421875,236.0,182392.40625,16862.0078125,,58896.51171875,0.30000001192092896,,0.5,20840.572265625,0.029999999329447746,0.30000001192092896,
V1_Woven_Polyester_Taffeta_4103,9200.888671875,605146.4375,0.30000001192092896,0.25,0.25,0.25,831745.8125,0.25,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.3815194368362427}, {'lengthRatio': 1.001997470855713, 'stiffnessRatio': 2.249783515930176}, {'lengthRatio': 1.0095850229263306, 'stiffnessRatio': 2.249783515930176}, {'lengthRatio': 1.01683509349823, 'stiffnessRatio': 2.249783515930176}]",0.30000001192092896,13041.8330078125,135.85858154296875,544209.0,5749.43212890625,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.4603613615036011}, {'lengthRatio': 1.0011374950408936, 'stiffnessRatio': 1.8375293016433716}, {'lengthRatio': 1.002882480621338, 'stiffnessRatio': 1.8375293016433716}, {'lengthRatio': 1.0051450729370117, 'stiffnessRatio': 1.8375293016433716}]",831745.8125,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.3815194368362427}, {'lengthRatio': 1.001997470855713, 'stiffnessRatio': 2.249783515930176}, {'lengthRatio': 1.0095850229263306, 'stiffnessRatio': 2.249783515930176}, {'lengthRatio': 1.01683509349823, 'stiffnessRatio': 2.249783515930176}]",0.20000000298023224,9200.888671875,0.029999999329447746,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.6052117347717285}, {'lengthRatio': 1.0011374950408936, 'stiffnessRatio': 1.652492642402649}, {'lengthRatio': 1.002882480621338, 'stiffnessRatio': 1.652492642402649}, {'lengthRatio': 1.0051450729370117, 'stiffnessRatio': 1.652492642402649}]"
V1_Cut_Sew_Knit_Ponte_Jersey_4131,4215.45166015625,94501.984375,0.0,0.0,0.0,0.0,107252.703125,0.0,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.04083251953125, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.1370799541473389, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.2118350267410278, 'stiffnessRatio': 1.0}]",0.0,4311.3251953125,341.919189453125,173938.96875,4209.458984375,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.9379760026931763}, {'lengthRatio': 1.0220824480056763, 'stiffnessRatio': 1.2799731492996216}, {'lengthRatio': 1.0833275318145752, 'stiffnessRatio': 1.2799731492996216}, {'lengthRatio': 1.1343300342559814, 'stiffnessRatio': 1.2799731492996216}]",107252.703125,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.04083251953125, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.1370799541473389, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.2118350267410278, 'stiffnessRatio': 1.0}]",0.9800000190734863,4215.45166015625,0.029999999329447746,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.7789551019668579}, {'lengthRatio': 1.0300049781799316, 'stiffnessRatio': 1.8995168209075928}, {'lengthRatio': 1.092502474784851, 'stiffnessRatio': 1.8995168209075928}, {'lengthRatio': 1.1435050964355469, 'stiffnessRatio': 1.8995168209075928}]"
V1_Cut_Sew_Knit_Cotton_Rayon_Jersey_4159,650.1442260742188,27841.341796875,0.0,0.0,0.0,0.0,45058.77734375,0.0,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.9727472066879272}, {'lengthRatio': 1.0825049877166748, 'stiffnessRatio': 1.3195970058441162}, {'lengthRatio': 1.2158374786376953, 'stiffnessRatio': 1.9041950702667236}, {'lengthRatio': 1.3168400526046753, 'stiffnessRatio': 2.8433432579040527}]",0.0,128.83041381835938,140.40403747558594,14884.515625,2202.101318359375,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.9188269972801208}, {'lengthRatio': 1.1200050115585327, 'stiffnessRatio': 1.6973081827163696}, {'lengthRatio': 1.320004940032959, 'stiffnessRatio': 1.6973081827163696}, {'lengthRatio': 1.4710050821304321, 'stiffnessRatio': 1.6973081827163696}]",45058.77734375,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.9727472066879272}, {'lengthRatio': 1.0825049877166748, 'stiffnessRatio': 1.3195970058441162}, {'lengthRatio': 1.2158374786376953, 'stiffnessRatio': 1.9041950702667236}, {'lengthRatio': 1.3168400526046753, 'stiffnessRatio': 2.8433432579040527}]",0.5099999904632568,650.1442260742188,0.029999999329447746,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.8473994731903076}, {'lengthRatio': 1.0704225301742554, 'stiffnessRatio': 2.0396480560302734}, {'lengthRatio': 1.1687450408935547, 'stiffnessRatio': 4.467128753662109}, {'lengthRatio': 1.243499994277954, 'stiffnessRatio': 7.398773670196533}]"
V1_Woven_Cotton_40s_Stretch_Poplin_4187,6905.90966796875,340624.15625,0.30000001192092896,0.25,0.25,0.25,589502.625,0.25,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0086749792099, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.042502522468567, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0701700448989868, 'stiffnessRatio': 1.0}]",0.30000001192092896,3070.957763671875,119.1919174194336,270248.25,11507.8525390625,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.7358499765396118}, {'lengthRatio': 1.0045075416564941, 'stiffnessRatio': 2.1692659854888916}, {'lengthRatio': 1.0254149436950684, 'stiffnessRatio': 2.1692659854888916}, {'lengthRatio': 1.0418349504470825, 'stiffnessRatio': 2.1692659854888916}]",589502.625,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0086749792099, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.042502522468567, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0701700448989868, 'stiffnessRatio': 1.0}]",0.25999999046325684,6905.90966796875,0.029999999329447746,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.21299518644809723}, {'lengthRatio': 1.0019899606704712, 'stiffnessRatio': 2.9357872009277344}, {'lengthRatio': 1.0049874782562256, 'stiffnessRatio': 2.9357872009277344}, {'lengthRatio': 1.0076650381088257, 'stiffnessRatio': 2.9357872009277344}]"
V2_Woven_Taffeta_2_4219,8498.072265625,257696.21875,0.30000001192092896,0.250227689743042,0.25009554624557495,0.2507020831108093,219732.0625,0.25009554624557495,9.999999747378752e-05,,0.30000001192092896,6637.5927734375,147.0,294000.0,10636.74609375,,199719.734375,0.30000001192092896,,0.5,8498.072265625,0.029999999329447746,0.30000001192092896,
V1_Leather_Full_Grain_Leather_4249,2827433.5,150000.0,0.009999999776482582,0.9900000095367432,0.9900000095367432,0.9900000095367432,300000.0,0.9900000095367432,9.999999747378752e-05,,0.009999999776482582,2827433.5,300.0,150000.0,2827433.5,,300000.0,0.009999999776482582,,0.5,2827433.5,0.029999999329447746,0.009999999776482582,
V2_Woven_Seersucker_3_4279,2563.8291015625,25907.173828125,0.30000001192092896,0.2723705470561981,0.2682443857192993,0.26776087284088135,6275.1240234375,0.2682443857192993,9.999999747378752e-05,,0.30000001192092896,2266.365478515625,92.0,23391.046875,2878.693115234375,,5978.3662109375,0.30000001192092896,,0.5,2563.8291015625,0.029999999329447746,0.30000001192092896,
V1_Cut_Sew_Knit_Sherpa_Fleece_Poly_270gsm_4317,3496.39794921875,27059.078125,0.0,0.0,0.0,0.0,22959.880859375,0.0,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.04355423152446747}, {'lengthRatio': 1.0745949745178223, 'stiffnessRatio': 3.414933204650879}, {'lengthRatio': 1.172510027885437, 'stiffnessRatio': 9.484830856323242}, {'lengthRatio': 1.2485100030899048, 'stiffnessRatio': 15.2749605178833}]",0.0,2202.101318359375,270.0,11716.6787109375,4598.94677734375,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.04267420992255211}, {'lengthRatio': 1.0995949506759644, 'stiffnessRatio': 2.7524075508117676}, {'lengthRatio': 1.197510004043579, 'stiffnessRatio': 5.6771955490112305}, {'lengthRatio': 1.2735100984573364, 'stiffnessRatio': 6.453652858734131}]",22959.880859375,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.04355423152446747}, {'lengthRatio': 1.0745949745178223, 'stiffnessRatio': 3.414933204650879}, {'lengthRatio': 1.172510027885437, 'stiffnessRatio': 9.484830856323242}, {'lengthRatio': 1.2485100030899048, 'stiffnessRatio': 15.2749605178833}]",0.6700000166893005,3496.39794921875,0.029999999329447746,0.0,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.15638482570648193}, {'lengthRatio': 1.070002555847168, 'stiffnessRatio': 3.4024455547332764}, {'lengthRatio': 1.1683449745178223, 'stiffnessRatio': 8.11589241027832}, {'lengthRatio': 1.2443450689315796, 'stiffnessRatio': 10.635109901428223}]"
V2_Woven_Jacquard_Brocade_2_4351,12811.4619140625,117140.28125,0.30000001192092896,0.2543967664241791,0.25115031003952026,0.2512376010417938,18515.59375,0.25115031003952026,9.999999747378752e-05,,0.30000001192092896,31885.3984375,284.0,110681.765625,17376.22265625,,18165.53515625,0.30000001192092896,,0.5,12811.4619140625,0.029999999329447746,0.30000001192092896,
V2_Woven_ClipJacquard_3_4393,2229.929443359375,132466.546875,0.30000001192092896,0.26101624965667725,0.2595190405845642,0.2643223702907562,8359.7958984375,0.2595190405845642,9.999999747378752e-05,,0.30000001192092896,3354.182373046875,140.0,107698.453125,3110.104736328125,,8014.2734375,0.30000001192092896,,0.5,2229.929443359375,0.029999999329447746,0.30000001192092896,
V2_Woven_ClipJacquard_3_4439,2229.929443359375,132466.546875,0.30000001192092896,0.26101624965667725,0.2595190405845642,0.2643223702907562,8359.7958984375,0.2595190405845642,9.999999747378752e-05,,0.30000001192092896,3354.182373046875,140.0,107698.453125,3110.104736328125,,8014.2734375,0.30000001192092896,,0.5,2229.929443359375,0.029999999329447746,0.30000001192092896,
V2_Woven_Dewspo_3_4481,2616.1689453125,160866.625,0.30000001192092896,0.29807108640670776,0.3019361197948456,0.29208138585090637,61049.234375,0.3019361197948456,9.999999747378752e-05,,0.30000001192092896,3229.876708984375,88.0,165371.53125,3556.4296875,,58220.19921875,0.30000001192092896,,0.5,2616.1689453125,0.029999999329447746,0.30000001192092896,
V2_Cut_Sew_Knit_DoubleKnit_Interlock_3_4519,1234.5340576171875,25562.21875,0.30000001192092896,1.0,1.0,1.0,24878.560546875,1.0,9.999999747378752e-05,,0.30000001192092896,311.03839111328125,180.0,25073.30078125,8616.0947265625,,23368.650390625,0.30000001192092896,,0.5,1234.5340576171875,0.029999999329447746,0.30000001192092896,
V2_Woven_Denim_2_4557,20315.65625,75808.9296875,0.30000001192092896,0.3840797245502472,0.3864193558692932,0.3852240741252899,18946.591796875,0.3864193558692932,9.999999747378752e-05,,0.30000001192092896,8528.4990234375,244.0,57178.37890625,32275.529296875,,16863.453125,0.30000001192092896,,0.5,20315.65625,0.029999999329447746,0.30000001192092896,
V1_Woven_Cotton_Heavy_Canvas_4591,33750.57421875,139965.875,0.30000001192092896,0.25,0.25,0.25,233384.0,0.25,9.999999747378752e-05,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0199999809265137, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.085415005683899, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.140165090560913, 'stiffnessRatio': 1.0}]",0.30000001192092896,33750.57421875,382.3232421875,288874.5625,33750.57421875,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.852864146232605}, {'lengthRatio': 1.0120799541473389, 'stiffnessRatio': 1.4315956830978394}, {'lengthRatio': 1.047082543373108, 'stiffnessRatio': 1.4315956830978394}, {'lengthRatio': 1.074334979057312, 'stiffnessRatio': 1.4315956830978394}]",233384.0,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0199999809265137, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.085415005683899, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.140165090560913, 'stiffnessRatio': 1.0}]",1.0499999523162842,33750.57421875,0.029999999329447746,0.30000001192092896,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.003572299377992749}, {'lengthRatio': 1.012915015220642, 'stiffnessRatio': 3.40824556350708}, {'lengthRatio': 1.0270824432373047, 'stiffnessRatio': 4.702476501464844}, {'lengthRatio': 1.039335012435913, 'stiffnessRatio': 5.112410068511963}]"
V2_Animal_Alternatives_VeganSuede_3_4623,11064.3134765625,155800.4375,0.30000001192092896,0.3554045557975769,0.3577203154563904,0.35404154658317566,153513.34375,0.3577203154563904,9.999999747378752e-05,,0.30000001192092896,10689.61328125,280.0,172310.3125,14690.3935546875,,149679.96875,0.30000001192092896,,0.5,11064.3134765625,0.029999999329447746,0.30000001192092896,
