name,extensions.CLO_materials_fabric_property.physicalProperty.bendingLeftBias,extensions.CLO_materials_fabric_property.physicalProperty.bendingRightBias,extensions.CLO_materials_fabric_property.physicalProperty.bendingWarp,extensions.CLO_materials_fabric_property.physicalProperty.bendingWeft,extensions.CLO_materials_fabric_property.physicalProperty.bucklingRatioLeftBias,extensions.CLO_materials_fabric_property.physicalProperty.bucklingRatioRightBias,extensions.CLO_materials_fabric_property.physicalProperty.bucklingRatioWarp,extensions.CLO_materials_fabric_property.physicalProperty.bucklingRatioWeft,extensions.CLO_materials_fabric_property.physicalProperty.bucklingStiffnessLeftBias,extensions.CLO_materials_fabric_property.physicalProperty.bucklingStiffnessRightBias,extensions.CLO_materials_fabric_property.physicalProperty.bucklingStiffnessWarp,extensions.CLO_materials_fabric_property.physicalProperty.bucklingStiffnessWeft,extensions.CLO_materials_fabric_property.physicalProperty.density,extensions.CLO_materials_fabric_property.physicalProperty.friction,extensions.CLO_materials_fabric_property.physicalProperty.internalDamping,extensions.CLO_materials_fabric_property.physicalProperty.leftShear,extensions.CLO_materials_fabric_property.physicalProperty.rightShear,extensions.CLO_materials_fabric_property.physicalProperty.stretchWarp,extensions.CLO_materials_fabric_property.physicalProperty.stretchWeft,extensions.CLO_materials_fabric_property.physicalProperty.thickness,extensions.CLO_materials_fabric_property.textureMapping.type,extensions.KHR_materials_specular.specularFactor,pbrMetallicRoughness.metallicFactor,pbrMetallicRoughness.roughnessFactor,extensions.CLO_materials_fabric_property.physicalProperty.nonlinearLeftShear,extensions.CLO_materials_fabric_property.physicalProperty.nonlinearRightShear,extensions.CLO_materials_fabric_property.physicalProperty.nonlinearStretchWarp,extensions.CLO_materials_fabric_property.physicalProperty.nonlinearStretchWeft,normalTexture.extensions.KHR_texture_transform.offset,normalTexture.extensions.KHR_texture_transform.scale,normalTexture.index,normalTexture.scale,pbrMetallicRoughness.baseColorTexture.extensions.KHR_texture_transform.offset,pbrMetallicRoughness.baseColorTexture.extensions.KHR_texture_transform.scale,pbrMetallicRoughness.baseColorTexture.index,pbrMetallicRoughness.baseColorFactor,pbrMetallicRoughness.metallicRoughnessTexture.extensions.KHR_texture_transform.offset,pbrMetallicRoughness.metallicRoughnessTexture.extensions.KHR_texture_transform.scale,pbrMetallicRoughness.metallicRoughnessTexture.index,alphaMode
Silk_Knit_Jersey_3777,242.68055725097656,242.68055725097656,254.66477966308594,218.7121124267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.10101318359375,0.029999999329447746,9.999999747378752e-05,17843.2890625,17843.2890625,27402.1171875,502.191162109375,0.4699999988079071,0,0.15000000596046448,0.0,,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.5012657642364502}, {'lengthRatio': 1.0883350372314453, 'stiffnessRatio': 2.7751548290252686}, {'lengthRatio': 1.2050000429153442, 'stiffnessRatio': 4.966038703918457}, {'lengthRatio': 1.2935000658035278, 'stiffnessRatio': 6.2699809074401855}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.5012657642364502}, {'lengthRatio': 1.0883350372314453, 'stiffnessRatio': 2.7751548290252686}, {'lengthRatio': 1.2050000429153442, 'stiffnessRatio': 4.966038703918457}, {'lengthRatio': 1.2935000658035278, 'stiffnessRatio': 6.2699809074401855}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.3142237663269043}, {'lengthRatio': 1.0537525415420532, 'stiffnessRatio': 3.2493066787719727}, {'lengthRatio': 1.1254149675369263, 'stiffnessRatio': 6.776471138000488}, {'lengthRatio': 1.1801600456237793, 'stiffnessRatio': 10.361431121826172}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.9956368207931519}, {'lengthRatio': 1.1958324909210205, 'stiffnessRatio': 1.008307933807373}, {'lengthRatio': 1.3925000429153442, 'stiffnessRatio': 19.53373146057129}, {'lengthRatio': 1.5410000085830688, 'stiffnessRatio': 26.64373779296875}]","[-0.0, 1.0]","[0.011534180492162704, 0.011534180492162704]",106.0,0.10000000149011612,"[-0.0, 1.0]","[0.011534180492162704, 0.011534180492162704]",105.0,,"[-0.0, 1.0]","[0.005766845773905516, 0.005766845773905516]",107.0,
Silk_Organza_3807,4221.443359375,4221.443359375,4982.44189453125,4598.94677734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.232324600219727,0.029999999329447746,9.999999747378752e-05,6361.06494140625,6361.06494140625,82183.9609375,90210.2421875,0.10000000149011612,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.15720638632774353}, {'lengthRatio': 1.1112525463104248, 'stiffnessRatio': 14.291411399841309}, {'lengthRatio': 1.2195825576782227, 'stiffnessRatio': 14.291411399841309}, {'lengthRatio': 1.301835060119629, 'stiffnessRatio': 231.6855010986328}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.15720638632774353}, {'lengthRatio': 1.1112525463104248, 'stiffnessRatio': 14.291411399841309}, {'lengthRatio': 1.2195825576782227, 'stiffnessRatio': 14.291411399841309}, {'lengthRatio': 1.301835060119629, 'stiffnessRatio': 231.6855010986328}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.006083912216126919}, {'lengthRatio': 1.0074975490570068, 'stiffnessRatio': 12.167824745178223}, {'lengthRatio': 1.0108325481414795, 'stiffnessRatio': 12.167824745178223}, {'lengthRatio': 1.014335036277771, 'stiffnessRatio': 12.167824745178223}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.005542607977986336}, {'lengthRatio': 1.0062450170516968, 'stiffnessRatio': 11.08521556854248}, {'lengthRatio': 1.007912516593933, 'stiffnessRatio': 11.08521556854248}, {'lengthRatio': 1.0101701021194458, 'stiffnessRatio': 11.08521556854248}]","[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",109.0,0.5,"[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",108.0,"[1.0, 1.0, 1.0, 0.29999998211860657]",,,,BLEND
Silk_Taffeta_3835,6132.92724609375,6132.92724609375,961.7340698242188,30676.623046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7676773071289,0.029999999329447746,9.999999747378752e-05,368272.3125,368272.3125,225057.65625,1000000.0,0.1599999964237213,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.9993682503700256}, {'lengthRatio': 1.016664981842041, 'stiffnessRatio': 1.0258166790008545}, {'lengthRatio': 1.0570850372314453, 'stiffnessRatio': 1.0258166790008545}, {'lengthRatio': 1.0893349647521973, 'stiffnessRatio': 1.1516155004501343}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.9993682503700256}, {'lengthRatio': 1.016664981842041, 'stiffnessRatio': 1.0258166790008545}, {'lengthRatio': 1.0570850372314453, 'stiffnessRatio': 1.0258166790008545}, {'lengthRatio': 1.0893349647521973, 'stiffnessRatio': 1.1516155004501343}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.4431169927120209}, {'lengthRatio': 1.0028350353240967, 'stiffnessRatio': 3.8036327362060547}, {'lengthRatio': 1.0070799589157104, 'stiffnessRatio': 4.443305969238281}, {'lengthRatio': 1.0093300342559814, 'stiffnessRatio': 4.443305969238281}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0011299848556519, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0028749704360962, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0051450729370117, 'stiffnessRatio': 1.0}]","[0.0, 0.9999999403953552]","[0.0057418569922447205, 0.005678365007042885]",111.0,0.5,"[0.0, 0.9999999403953552]","[0.00574382534250617, 0.005678591318428516]",110.0,,,,,
Trim_Full_Grain_Leather_3859,2827433.5,2827433.5,2827433.5,2827433.5,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9900000095367432,0.9900000095367432,0.9900000095367432,0.9900000095367432,300.0,0.029999999329447746,9.999999747378752e-05,300000.0,300000.0,150000.0,150000.0,0.5,0,0.15000000596046448,0.0,0.8281493782997131,,,,,,,,,,,,,,,,
Trim_Fusible_Rigid_3879,62831.85546875,62831.85546875,62831.85546875,62831.85546875,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,300.0,0.029999999329447746,9.999999747378752e-05,3400000.0,3400000.0,1700000.0,1700000.0,0.5,0,0.15000000596046448,0.0,0.8281493782997131,,,,,,,,,,,,,,,,
Trim_Hardware_3899,47123.890625,47123.890625,47123.890625,47123.890625,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.009999999776482582,0.9900000095367432,0.9900000095367432,0.9900000095367432,0.9900000095367432,300.0,0.029999999329447746,9.999999747378752e-05,640000.0,640000.0,320000.0,320000.0,0.5,0,0.15000000596046448,0.0,0.8281493782997131,,,,,,,,,,,,,,,,
V2_Cut_Sew_Knit_LoopTerry_3_3927,681.0888061523438,681.0888061523438,300.6107177734375,2183.668212890625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.908708393573761,0.908708393573761,0.832596480846405,0.8558069467544556,226.0,0.029999999329447746,9.999999747378752e-05,10933.5927734375,12639.6552734375,29416.59375,19168.68359375,0.5,0,0.05000000074505806,0.0,,,,,,"[-0.0, 1.0]","[0.006803074385970831, 0.007511361036449671]",113.0,0.11999999731779099,"[-0.0, 1.0]","[0.00679965503513813, 0.007508582901209593]",112.0,,"[-0.0, 1.0]","[0.006803074385970831, 0.007511361036449671]",114.0,
V2_Woven_DoubleWeave_1_3965,32279.1796875,32279.1796875,44849.5078125,39787.43359375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.250769704580307,0.250769704580307,0.2516689896583557,0.25610974431037903,534.0,0.029999999329447746,9.999999747378752e-05,19930.3515625,20790.337890625,134079.046875,88188.4765625,0.5,0,0.05000000074505806,0.0,,,,,,"[-0.0, 1.0]","[0.014582357369363308, 0.01675240509212017]",116.0,0.029999999329447746,"[-0.0, 1.0]","[0.014581482857465744, 0.016753192991018295]",115.0,,"[-0.0, 1.0]","[0.014582357369363308, 0.01675240509212017]",117.0,
V2_Woven_Georgette_3_4005,298.3683166503906,298.3683166503906,969.3665771484375,403.214111328125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.5071281790733337,0.5071281790733337,0.495504230260849,0.47646263241767883,60.0,0.029999999329447746,9.999999747378752e-05,4283.23974609375,5570.68017578125,109897.7578125,31276.185546875,0.5,0,0.3199999928474426,0.0,,,,,,"[-0.0, 1.0]","[0.04352833330631256, 0.06645547598600388]",119.0,0.10000000149011612,"[-0.0, 1.0]","[0.04358302801847458, 0.06672882288694382]",118.0,,"[-0.0, 1.0]","[0.04352833330631256, 0.06645547598600388]",120.0,BLEND
Wool_4043,9991.84765625,9991.84765625,17643.775390625,8427.9072265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.7778015136719,0.029999999329447746,9.999999747378752e-05,344638.28125,344638.28125,269876.84375,512382.78125,1.3700000047683716,0,0.15000000596046448,0.0,,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0141700506210327, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0475025177001953, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0735050439834595, 'stiffnessRatio': 1.0}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0141700506210327, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0475025177001953, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0735050439834595, 'stiffnessRatio': 1.0}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.0018526968779042363}, {'lengthRatio': 1.0049550533294678, 'stiffnessRatio': 1.6499415636062622}, {'lengthRatio': 1.015412449836731, 'stiffnessRatio': 3.7053937911987305}, {'lengthRatio': 1.0226600170135498, 'stiffnessRatio': 3.7053937911987305}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.09589051455259323}, {'lengthRatio': 1.0037075281143188, 'stiffnessRatio': 1.9516658782958984}, {'lengthRatio': 1.0116649866104126, 'stiffnessRatio': 1.9516658782958984}, {'lengthRatio': 1.01683509349823, 'stiffnessRatio': 1.9516658782958984}]","[-0.0, 1.0]","[0.005727377254515886, 0.005727377720177174]",122.0,,"[-0.0, 1.0]","[0.005727377254515886, 0.005727377720177174]",121.0,,"[-0.0, 1.0]","[0.005727377254515886, 0.005727377720177174]",123.0,
Wool_Cashmere_4075,12652.345703125,12652.345703125,27608.66015625,7864.6474609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0101013183594,0.029999999329447746,9.999999747378752e-05,270192.0,270192.0,466427.96875,696621.8125,1.6200000047683716,0,0.15000000596046448,0.0,,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.9663840532302856}, {'lengthRatio': 1.02166748046875, 'stiffnessRatio': 1.2592624425888062}, {'lengthRatio': 1.0616650581359863, 'stiffnessRatio': 1.4150729179382324}, {'lengthRatio': 1.0926600694656372, 'stiffnessRatio': 1.6716909408569336}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.9663840532302856}, {'lengthRatio': 1.02166748046875, 'stiffnessRatio': 1.2592624425888062}, {'lengthRatio': 1.0616650581359863, 'stiffnessRatio': 1.4150729179382324}, {'lengthRatio': 1.0926600694656372, 'stiffnessRatio': 1.6716909408569336}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.0010719768470153213}, {'lengthRatio': 1.0032850503921509, 'stiffnessRatio': 2.143953800201416}, {'lengthRatio': 1.0099974870681763, 'stiffnessRatio': 2.143953800201416}, {'lengthRatio': 1.0151700973510742, 'stiffnessRatio': 2.143953800201416}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.7929892539978027}, {'lengthRatio': 1.0041224956512451, 'stiffnessRatio': 1.4354990720748901}, {'lengthRatio': 1.0149924755096436, 'stiffnessRatio': 1.4354990720748901}, {'lengthRatio': 1.0235050916671753, 'stiffnessRatio': 1.4354990720748901}]","[-0.0, 1.0]","[0.005727377254515886, 0.005727377720177174]",125.0,0.5,"[-0.0, 1.0]","[0.005727377254515886, 0.005727377720177174]",124.0,,"[-0.0, 1.0]","[0.005727377254515886, 0.005727377720177174]",126.0,
Wool_Melton_4107,7672.89990234375,7672.89990234375,13041.8330078125,5749.43212890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.7778015136719,0.029999999329447746,9.999999747378752e-05,232752.5,232752.5,510498.28125,590001.875,1.059999942779541,0,0.15000000596046448,0.0,,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.4690869450569153}, {'lengthRatio': 1.0129175186157227, 'stiffnessRatio': 2.1915857791900635}, {'lengthRatio': 1.0358250141143799, 'stiffnessRatio': 2.4380221366882324}, {'lengthRatio': 1.0543349981307983, 'stiffnessRatio': 3.1496922969818115}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.4690869450569153}, {'lengthRatio': 1.0129175186157227, 'stiffnessRatio': 2.1915857791900635}, {'lengthRatio': 1.0358250141143799, 'stiffnessRatio': 2.4380221366882324}, {'lengthRatio': 1.0543349981307983, 'stiffnessRatio': 3.1496922969818115}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.18010282516479492}, {'lengthRatio': 1.0032850503921509, 'stiffnessRatio': 1.9588704109191895}, {'lengthRatio': 1.0074925422668457, 'stiffnessRatio': 1.9588704109191895}, {'lengthRatio': 1.0110000371932983, 'stiffnessRatio': 1.9588704109191895}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.16825039684772491}, {'lengthRatio': 1.0024125576019287, 'stiffnessRatio': 1.6949098110198975}, {'lengthRatio': 1.0112475156784058, 'stiffnessRatio': 1.6949098110198975}, {'lengthRatio': 1.018494963645935, 'stiffnessRatio': 1.6949098110198975}]","[-0.0, 1.0]","[0.005727377254515886, 0.005727377720177174]",128.0,0.20000000298023224,"[-0.0, 1.0]","[0.005727377254515886, 0.005727377720177174]",127.0,,"[-0.0, 1.0]","[0.005727377254515886, 0.005727377720177174]",129.0,
