name,extensions.CLO_materials_fabric_property.physicalProperty.bendingLeftBias,extensions.CLO_materials_fabric_property.physicalProperty.bendingRightBias,extensions.CLO_materials_fabric_property.physicalProperty.bendingWarp,extensions.CLO_materials_fabric_property.physicalProperty.bendingWeft,extensions.CLO_materials_fabric_property.physicalProperty.bucklingRatioLeftBias,extensions.CLO_materials_fabric_property.physicalProperty.bucklingRatioRightBias,extensions.CLO_materials_fabric_property.physicalProperty.bucklingRatioWarp,extensions.CLO_materials_fabric_property.physicalProperty.bucklingRatioWeft,extensions.CLO_materials_fabric_property.physicalProperty.bucklingStiffnessLeftBias,extensions.CLO_materials_fabric_property.physicalProperty.bucklingStiffnessRightBias,extensions.CLO_materials_fabric_property.physicalProperty.bucklingStiffnessWarp,extensions.CLO_materials_fabric_property.physicalProperty.bucklingStiffnessWeft,extensions.CLO_materials_fabric_property.physicalProperty.density,extensions.CLO_materials_fabric_property.physicalProperty.friction,extensions.CLO_materials_fabric_property.physicalProperty.internalDamping,extensions.CLO_materials_fabric_property.physicalProperty.leftShear,extensions.CLO_materials_fabric_property.physicalProperty.rightShear,extensions.CLO_materials_fabric_property.physicalProperty.stretchWarp,extensions.CLO_materials_fabric_property.physicalProperty.stretchWeft,extensions.CLO_materials_fabric_property.physicalProperty.thickness,extensions.CLO_materials_fabric_property.textureMapping.type,extensions.KHR_materials_specular.specularFactor,pbrMetallicRoughness.metallicFactor,pbrMetallicRoughness.roughnessFactor,extensions.CLO_materials_fabric_property.physicalProperty.nonlinearLeftShear,extensions.CLO_materials_fabric_property.physicalProperty.nonlinearRightShear,extensions.CLO_materials_fabric_property.physicalProperty.nonlinearStretchWarp,extensions.CLO_materials_fabric_property.physicalProperty.nonlinearStretchWeft,normalTexture.extensions.KHR_texture_transform.offset,normalTexture.extensions.KHR_texture_transform.scale,normalTexture.index,normalTexture.scale,pbrMetallicRoughness.baseColorTexture.extensions.KHR_texture_transform.offset,pbrMetallicRoughness.baseColorTexture.extensions.KHR_texture_transform.scale,pbrMetallicRoughness.baseColorTexture.index,pbrMetallicRoughness.baseColorFactor,pbrMetallicRoughness.metallicRoughnessTexture.extensions.KHR_texture_transform.offset,pbrMetallicRoughness.metallicRoughnessTexture.extensions.KHR_texture_transform.scale,pbrMetallicRoughness.metallicRoughnessTexture.index,alphaMode
(Default_for_Simulation)_2013,6283.185546875,6283.185546875,6283.185546875,6283.185546875,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,300.0,0.029999999329447746,9.999999747378752e-05,20000.0,20000.0,100000.0,100000.0,0.5,0,0.15000000596046448,0.0,0.8281493782997131,,,,,,,,,,,,,,,,
Cotton_Heavy_Twill_2109,30676.623046875,30676.623046875,49084.390625,18428.7421875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,277.77777099609375,0.029999999329447746,9.999999747378752e-05,502460.875,502460.875,490655.125,629429.75,0.6200000047683716,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.4162435829639435}, {'lengthRatio': 1.0032474994659424, 'stiffnessRatio': 1.4376112222671509}, {'lengthRatio': 1.019587516784668, 'stiffnessRatio': 1.4376112222671509}, {'lengthRatio': 1.036834955215454, 'stiffnessRatio': 1.4376112222671509}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.4162435829639435}, {'lengthRatio': 1.0032474994659424, 'stiffnessRatio': 1.4376112222671509}, {'lengthRatio': 1.019587516784668, 'stiffnessRatio': 1.4376112222671509}, {'lengthRatio': 1.036834955215454, 'stiffnessRatio': 1.4376112222671509}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.35829779505729675}, {'lengthRatio': 1.0028325319290161, 'stiffnessRatio': 2.0380914211273193}, {'lengthRatio': 1.007502555847168, 'stiffnessRatio': 2.0380914211273193}, {'lengthRatio': 1.0109950304031372, 'stiffnessRatio': 2.0380914211273193}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.26680320501327515}, {'lengthRatio': 1.0015599727630615, 'stiffnessRatio': 1.5887396335601807}, {'lengthRatio': 1.0049874782562256, 'stiffnessRatio': 1.5887396335601807}, {'lengthRatio': 1.00850510597229, 'stiffnessRatio': 1.5887396335601807}]","[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",1.0,0.5,"[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",0.0,,,,,
Cotton_Sateen_2171,5755.423828125,5755.423828125,12268.8505859375,2106.2275390625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,137.8787841796875,0.029999999329447746,9.999999747378752e-05,64324.8828125,64324.8828125,321432.25,194124.59375,0.3199999928474426,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.8482141494750977}, {'lengthRatio': 1.03707754611969, 'stiffnessRatio': 2.5700058937072754}, {'lengthRatio': 1.1054174900054932, 'stiffnessRatio': 3.800400733947754}, {'lengthRatio': 1.1576651334762573, 'stiffnessRatio': 5.3655476570129395}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.8482141494750977}, {'lengthRatio': 1.03707754611969, 'stiffnessRatio': 2.5700058937072754}, {'lengthRatio': 1.1054174900054932, 'stiffnessRatio': 3.800400733947754}, {'lengthRatio': 1.1576651334762573, 'stiffnessRatio': 5.3655476570129395}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.6674110889434814}, {'lengthRatio': 1.0036699771881104, 'stiffnessRatio': 1.985012412071228}, {'lengthRatio': 1.0087499618530273, 'stiffnessRatio': 3.1110754013061523}, {'lengthRatio': 1.0110000371932983, 'stiffnessRatio': 3.1110754013061523}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.25152724981307983}, {'lengthRatio': 1.00832998752594, 'stiffnessRatio': 4.745514869689941}, {'lengthRatio': 1.0183299779891968, 'stiffnessRatio': 5.151330947875977}, {'lengthRatio': 1.0268349647521973, 'stiffnessRatio': 5.151330947875977}]","[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",3.0,0.5,"[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",2.0,,,,,
Cotton_Plush_2149,4084.070556640625,4084.070556640625,3769.911376953125,4398.22998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.029999999329447746,9.999999747378752e-05,460000.0,460000.0,700000.0,330000.0,0.5,0,0.15000000596046448,0.0,0.5,,,,,,,,,,,,"[0.9322768449783325, 0.7051031589508057, 0.6941080093383789, 1.0]",,,,
Cotton_Plush_2150,4084.070556640625,4084.070556640625,3769.911376953125,4398.22998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.029999999329447746,9.999999747378752e-05,460000.0,460000.0,700000.0,330000.0,0.5,0,0.15000000596046448,0.0,0.5,,,,,,,,,,,,"[0.9322768449783325, 0.7051031589508057, 0.6941080093383789, 1.0]",,,,
Cotton_Plush_2151,4084.070556640625,4084.070556640625,3769.911376953125,4398.22998046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.029999999329447746,9.999999747378752e-05,460000.0,460000.0,700000.0,330000.0,0.5,0,0.15000000596046448,0.0,0.5,,,,,,,,,,,,"[0.9322768449783325, 0.7051031589508057, 0.6941080093383789, 1.0]",,,,
(Default_v5.2)_2195,471.2389221191406,471.2389221191406,1884.9556884765625,314.1592712402344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.029999999329447746,9.999999747378752e-05,20000.0,20000.0,100000.0,100000.0,0.5,0,0.15000000596046448,0.0,0.5,,,,,,,,,,,,,,,,
Cotton_Canvas_2219,30299.115234375,30299.115234375,49084.390625,18404.7734375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,246.96969604492188,0.029999999329447746,9.999999747378752e-05,284065.53125,284065.53125,565196.875,768750.5625,0.550000011920929,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.3073357045650482}, {'lengthRatio': 1.0045050382614136, 'stiffnessRatio': 1.3859772682189941}, {'lengthRatio': 1.016664981842041, 'stiffnessRatio': 2.1349337100982666}, {'lengthRatio': 1.0268349647521973, 'stiffnessRatio': 2.1365113258361816}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.3073357045650482}, {'lengthRatio': 1.0045050382614136, 'stiffnessRatio': 1.3859772682189941}, {'lengthRatio': 1.016664981842041, 'stiffnessRatio': 2.1349337100982666}, {'lengthRatio': 1.0268349647521973, 'stiffnessRatio': 2.1365113258361816}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.025931384414434433}, {'lengthRatio': 1.0015649795532227, 'stiffnessRatio': 1.7692949771881104}, {'lengthRatio': 1.0037225484848022, 'stiffnessRatio': 1.7692949771881104}, {'lengthRatio': 1.0059950351715088, 'stiffnessRatio': 1.7692949771881104}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.5000826716423035}, {'lengthRatio': 1.0011299848556519, 'stiffnessRatio': 1.300812005996704}, {'lengthRatio': 1.0032974481582642, 'stiffnessRatio': 1.300812005996704}, {'lengthRatio': 1.0059950351715088, 'stiffnessRatio': 1.300812005996704}]","[-0.0, 1.0]","[0.005727377254515886, 0.004793863743543625]",5.0,0.5,"[-0.0, 1.0]","[0.005727377254515886, 0.004793863743543625]",4.0,,,,,
Cotton_Gabardine_2247,18410.765625,18410.765625,30700.58984375,12250.8740234375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,192.4242401123047,0.029999999329447746,9.999999747378752e-05,308368.0,308368.0,714430.875,760106.0,0.3799999952316284,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.883914589881897}, {'lengthRatio': 1.0045424699783325, 'stiffnessRatio': 1.4066554307937622}, {'lengthRatio': 1.0279099941253662, 'stiffnessRatio': 1.4066554307937622}, {'lengthRatio': 1.0468250513076782, 'stiffnessRatio': 1.4066554307937622}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.883914589881897}, {'lengthRatio': 1.0045424699783325, 'stiffnessRatio': 1.4066554307937622}, {'lengthRatio': 1.0279099941253662, 'stiffnessRatio': 1.4066554307937622}, {'lengthRatio': 1.0468250513076782, 'stiffnessRatio': 1.4066554307937622}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.6375179886817932}, {'lengthRatio': 1.0011249780654907, 'stiffnessRatio': 1.399715542793274}, {'lengthRatio': 1.002882480621338, 'stiffnessRatio': 1.399715542793274}, {'lengthRatio': 1.0059900283813477, 'stiffnessRatio': 1.399715542793274}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.7414282560348511}, {'lengthRatio': 1.0011425018310547, 'stiffnessRatio': 1.3156059980392456}, {'lengthRatio': 1.0041500329971313, 'stiffnessRatio': 1.3156059980392456}, {'lengthRatio': 1.0076600313186646, 'stiffnessRatio': 1.3156059980392456}]","[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",7.0,0.5,"[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",6.0,,,,,
Cotton_Heavy_Canvas_2275,33750.57421875,33750.57421875,33750.57421875,33750.57421875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,382.3232421875,0.029999999329447746,9.999999747378752e-05,233384.0,233384.0,139965.875,288874.5625,1.0499999523162842,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0199999809265137, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.085415005683899, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.140165090560913, 'stiffnessRatio': 1.0}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0199999809265137, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.085415005683899, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.140165090560913, 'stiffnessRatio': 1.0}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.003572299377992749}, {'lengthRatio': 1.012915015220642, 'stiffnessRatio': 3.40824556350708}, {'lengthRatio': 1.0270824432373047, 'stiffnessRatio': 4.702476501464844}, {'lengthRatio': 1.039335012435913, 'stiffnessRatio': 5.112410068511963}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.852864146232605}, {'lengthRatio': 1.0120799541473389, 'stiffnessRatio': 1.4315956830978394}, {'lengthRatio': 1.047082543373108, 'stiffnessRatio': 1.4315956830978394}, {'lengthRatio': 1.074334979057312, 'stiffnessRatio': 1.4315956830978394}]","[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",9.0,0.5,"[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",8.0,,,,,
Cotton_Heavy_Twill_2303,30676.623046875,30676.623046875,49084.390625,18428.7421875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,277.77777099609375,0.029999999329447746,9.999999747378752e-05,502460.875,502460.875,490655.125,629429.75,0.6200000047683716,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.4162435829639435}, {'lengthRatio': 1.0032474994659424, 'stiffnessRatio': 1.4376112222671509}, {'lengthRatio': 1.019587516784668, 'stiffnessRatio': 1.4376112222671509}, {'lengthRatio': 1.036834955215454, 'stiffnessRatio': 1.4376112222671509}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.4162435829639435}, {'lengthRatio': 1.0032474994659424, 'stiffnessRatio': 1.4376112222671509}, {'lengthRatio': 1.019587516784668, 'stiffnessRatio': 1.4376112222671509}, {'lengthRatio': 1.036834955215454, 'stiffnessRatio': 1.4376112222671509}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.35829779505729675}, {'lengthRatio': 1.0028325319290161, 'stiffnessRatio': 2.0380914211273193}, {'lengthRatio': 1.007502555847168, 'stiffnessRatio': 2.0380914211273193}, {'lengthRatio': 1.0109950304031372, 'stiffnessRatio': 2.0380914211273193}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.26680320501327515}, {'lengthRatio': 1.0015599727630615, 'stiffnessRatio': 1.5887396335601807}, {'lengthRatio': 1.0049874782562256, 'stiffnessRatio': 1.5887396335601807}, {'lengthRatio': 1.00850510597229, 'stiffnessRatio': 1.5887396335601807}]","[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",11.0,0.5,"[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",10.0,,,,,
Cotton_Oxford_2333,11891.34765625,11891.34765625,9584.384765625,14575.8134765625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,181.81817626953125,0.029999999329447746,9.999999747378752e-05,95987.1796875,95987.1796875,357474.75,594257.0625,0.36000001430511475,0,0.15000000596046448,0.0,,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0112425088882446, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0366649627685547, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.057669997215271, 'stiffnessRatio': 1.0}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0112425088882446, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0366649627685547, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.057669997215271, 'stiffnessRatio': 1.0}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.3549846410751343}, {'lengthRatio': 1.0036749839782715, 'stiffnessRatio': 2.7084624767303467}, {'lengthRatio': 1.0116674900054932, 'stiffnessRatio': 2.79740047454834}, {'lengthRatio': 1.0168300867080688, 'stiffnessRatio': 2.79740047454834}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.6635767817497253}, {'lengthRatio': 1.0019949674606323, 'stiffnessRatio': 1.682773470878601}, {'lengthRatio': 1.0087499618530273, 'stiffnessRatio': 1.682773470878601}, {'lengthRatio': 1.0168300867080688, 'stiffnessRatio': 1.682773470878601}]","[-0.0, 1.0]","[0.0058309040032327175, 0.005783689673990011]",13.0,0.5,"[-0.0, 1.0]","[0.0058309040032327175, 0.005783689673990011]",12.0,,"[-0.0, 1.0]","[0.0058309040032327175, 0.005783689673990011]",14.0,
Cotton_Sateen_2363,5755.423828125,5755.423828125,12268.8505859375,2106.2275390625,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,137.8787841796875,0.029999999329447746,9.999999747378752e-05,64324.8828125,64324.8828125,321432.25,194124.59375,0.3199999928474426,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.8482141494750977}, {'lengthRatio': 1.03707754611969, 'stiffnessRatio': 2.5700058937072754}, {'lengthRatio': 1.1054174900054932, 'stiffnessRatio': 3.800400733947754}, {'lengthRatio': 1.1576651334762573, 'stiffnessRatio': 5.3655476570129395}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.8482141494750977}, {'lengthRatio': 1.03707754611969, 'stiffnessRatio': 2.5700058937072754}, {'lengthRatio': 1.1054174900054932, 'stiffnessRatio': 3.800400733947754}, {'lengthRatio': 1.1576651334762573, 'stiffnessRatio': 5.3655476570129395}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.6674110889434814}, {'lengthRatio': 1.0036699771881104, 'stiffnessRatio': 1.985012412071228}, {'lengthRatio': 1.0087499618530273, 'stiffnessRatio': 3.1110754013061523}, {'lengthRatio': 1.0110000371932983, 'stiffnessRatio': 3.1110754013061523}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.25152724981307983}, {'lengthRatio': 1.00832998752594, 'stiffnessRatio': 4.745514869689941}, {'lengthRatio': 1.0183299779891968, 'stiffnessRatio': 5.151330947875977}, {'lengthRatio': 1.0268349647521973, 'stiffnessRatio': 5.151330947875977}]","[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",16.0,0.5,"[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",15.0,,,,,
Cotton_Stretch_Sateen_2391,19938.755859375,19938.755859375,49084.390625,6090.982421875,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,229.79798889160156,0.029999999329447746,9.999999747378752e-05,274146.0,274146.0,514213.875,459252.8125,0.5199999809265137,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.8896424174308777}, {'lengthRatio': 1.0040874481201172, 'stiffnessRatio': 1.1986870765686035}, {'lengthRatio': 1.0266624689102173, 'stiffnessRatio': 1.1986870765686035}, {'lengthRatio': 1.0459949970245361, 'stiffnessRatio': 1.1986870765686035}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.8896424174308777}, {'lengthRatio': 1.0040874481201172, 'stiffnessRatio': 1.1986870765686035}, {'lengthRatio': 1.0266624689102173, 'stiffnessRatio': 1.1986870765686035}, {'lengthRatio': 1.0459949970245361, 'stiffnessRatio': 1.1986870765686035}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.27485740184783936}, {'lengthRatio': 1.0019899606704712, 'stiffnessRatio': 1.9447160959243774}, {'lengthRatio': 1.0058300495147705, 'stiffnessRatio': 1.9447160959243774}, {'lengthRatio': 1.0084949731826782, 'stiffnessRatio': 1.9447160959243774}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.38430604338645935}, {'lengthRatio': 1.0028375387191772, 'stiffnessRatio': 2.177449941635132}, {'lengthRatio': 1.0162450075149536, 'stiffnessRatio': 2.177449941635132}, {'lengthRatio': 1.0285000801086426, 'stiffnessRatio': 2.177449941635132}]","[-0.0, 1.0]","[0.005767090246081352, 0.005767090246081352]",18.0,0.5,"[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",17.0,,,,,
Cotton_Stretch_Velvet_2419,524.3098754882812,524.3098754882812,656.1363525390625,446.4123840332031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.37371826171875,0.029999999329447746,9.999999747378752e-05,17155.453125,17155.453125,40872.02734375,16304.287109375,0.5600000023841858,0,0.0,0.0,,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.19262966513633728}, {'lengthRatio': 1.0800000429153442, 'stiffnessRatio': 2.5926640033721924}, {'lengthRatio': 1.1799999475479126, 'stiffnessRatio': 5.661200046539307}, {'lengthRatio': 1.25600004196167, 'stiffnessRatio': 5.692192554473877}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.19262966513633728}, {'lengthRatio': 1.0800000429153442, 'stiffnessRatio': 2.5926640033721924}, {'lengthRatio': 1.1799999475479126, 'stiffnessRatio': 5.661200046539307}, {'lengthRatio': 1.25600004196167, 'stiffnessRatio': 5.692192554473877}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.012233305722475052}, {'lengthRatio': 1.059999942779541, 'stiffnessRatio': 4.89351749420166}, {'lengthRatio': 1.159999966621399, 'stiffnessRatio': 8.658453941345215}, {'lengthRatio': 1.2360000610351562, 'stiffnessRatio': 10.596565246582031}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.2834455072879791}, {'lengthRatio': 1.0950000286102295, 'stiffnessRatio': 2.4742910861968994}, {'lengthRatio': 1.1950000524520874, 'stiffnessRatio': 5.168346405029297}, {'lengthRatio': 1.2710000276565552, 'stiffnessRatio': 5.168346405029297}]","[-0.0, 0.9999999403953552]","[0.007873999886214733, 0.007873999886214733]",20.0,0.8600000143051147,"[-0.0, 1.0]","[0.0019688913598656654, 0.00393391028046608]",19.0,"[0.014310519210994244, 0.054592281579971313, 0.05637409910559654, 1.0]",,,,
Cotton_Terry_Cloth_2445,6597.3447265625,6597.3447265625,5969.0263671875,8796.4599609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.029999999329447746,9.999999747378752e-05,30000.0,30000.0,35000.0,45000.0,0.5,0,0.15000000596046448,0.0,0.5,,,,,,,,,,,,"[0.9157501459121704, 0.9075471758842468, 0.8831797242164612, 1.0]",,,,
Cotton_Terry_Cloth_2446,6597.3447265625,6597.3447265625,5969.0263671875,8796.4599609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.029999999329447746,9.999999747378752e-05,30000.0,30000.0,35000.0,45000.0,0.5,0,0.15000000596046448,0.0,0.5,,,,,,,,,,,,"[0.9157501459121704, 0.9075471758842468, 0.8831797242164612, 1.0]",,,,
Cotton_Terry_Cloth_2447,6597.3447265625,6597.3447265625,5969.0263671875,8796.4599609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.029999999329447746,9.999999747378752e-05,30000.0,30000.0,35000.0,45000.0,0.5,0,0.15000000596046448,0.0,0.5,,,,,,,,,,,,"[0.9157501459121704, 0.9075471758842468, 0.8831797242164612, 1.0]",,,,
Cotton_Twill_2471,14186.3271484375,14186.3271484375,24540.697265625,6132.92724609375,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,193.43434143066406,0.029999999329447746,9.999999747378752e-05,377934.53125,377934.53125,482626.28125,481162.125,0.4399999976158142,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0179200172424316, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.058750033378601, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0910000801086426, 'stiffnessRatio': 1.048930287361145}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0179200172424316, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.058750033378601, 'stiffnessRatio': 1.0}, {'lengthRatio': 1.0910000801086426, 'stiffnessRatio': 1.048930287361145}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.40534496307373047}, {'lengthRatio': 1.0019899606704712, 'stiffnessRatio': 2.0719966888427734}, {'lengthRatio': 1.0066624879837036, 'stiffnessRatio': 2.0719966888427734}, {'lengthRatio': 1.0101649761199951, 'stiffnessRatio': 2.0719966888427734}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.401066392660141}, {'lengthRatio': 1.0019899606704712, 'stiffnessRatio': 2.0783016681671143}, {'lengthRatio': 1.0087499618530273, 'stiffnessRatio': 2.0783016681671143}, {'lengthRatio': 1.0160000324249268, 'stiffnessRatio': 2.0783016681671143}]","[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",22.0,0.5,"[-0.0, 1.0]","[0.005767012946307659, 0.005767012946307659]",21.0,,,,,
Cotton_Voile_2499,3064.965576171875,3064.965576171875,5371.9287109375,2256.030517578125,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.25,0.25,0.25,0.25,79.29293823242188,0.029999999329447746,9.999999747378752e-05,42214.7578125,42214.7578125,323740.0625,189098.3125,0.20999999344348907,0,0.15000000596046448,0.0,0.5,"[{'lengthRatio': 1.0, 'stiffnessRatio': 0.823711097240448}, {'lengthRatio': 1.0399999618530273, 'stiffnessRatio': 3.4230287075042725}, {'lengthRatio': 1.1133350133895874, 'stiffnessRatio': 5.603886127471924}, {'lengthRatio': 1.1693300008773804, 'stiffnessRatio': 8.253124237060547}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.823711097240448}, {'lengthRatio': 1.0399999618530273, 'stiffnessRatio': 3.4230287075042725}, {'lengthRatio': 1.1133350133895874, 'stiffnessRatio': 5.603886127471924}, {'lengthRatio': 1.1693300008773804, 'stiffnessRatio': 8.253124237060547}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.2704392373561859}, {'lengthRatio': 1.0019899606704712, 'stiffnessRatio': 3.088897943496704}, {'lengthRatio': 1.0058300495147705, 'stiffnessRatio': 3.088897943496704}, {'lengthRatio': 1.0093300342559814, 'stiffnessRatio': 3.088897943496704}]","[{'lengthRatio': 1.0, 'stiffnessRatio': 0.3426857888698578}, {'lengthRatio': 1.0045050382614136, 'stiffnessRatio': 3.7946817874908447}, {'lengthRatio': 1.015832543373108, 'stiffnessRatio': 5.288254261016846}, {'lengthRatio': 1.0235000848770142, 'stiffnessRatio': 5.288254261016846}]","[-0.0, 1.0]","[0.006925208028405905, 0.006738544907420874]",24.0,0.5,"[-0.0, 1.0]","[0.006925208028405905, 0.006738544907420874]",23.0,,,,,
