name,bucklingStiffnessLeftBias,thickness,bucklingStiffnessRightBias,stretchWarp,density,bucklingStiffnessWeft,leftShear,bucklingRatioRightBias,bucklingStiffnessWarp,bendingRightBias,bendingWeft,rightShear,bucklingRatioLeftBias,stretchWeft,bucklingRatioWeft,friction,bendingWarp,bendingLeftBias,internalDamping,bucklingRatioWarp
Crinkle Cotton,0.25,0.23999999463558197,0.25,1000000.0,67.67676544189453,0.25,16141.2734375,0.30000001192092896,0.25,273.70452880859375,243.18695068359375,16141.2734375,0.30000001192092896,17898.76953125,0.30000001192092896,0.029999999329447746,1463.89013671875,273.70452880859375,9.999999747378752e-05,0.30000001192092896
Poplin Cotton,0.25,0.2199999988079071,0.25,1000000.0,120.2020263671875,0.25,25056.888671875,0.30000001192092896,0.25,1585.96044921875,1952.17138671875,25056.888671875,0.30000001192092896,764850.875,0.30000001192092896,0.029999999329447746,2684.59326171875,1585.96044921875,9.999999747378752e-05,0.30000001192092896
Poplin Cotton,0.25,0.30000001192092896,0.25,1000000.0,120.2020263671875,0.25,19768.5859375,0.30000001192092896,0.25,1585.96044921875,2196.31201171875,19768.5859375,0.30000001192092896,393714.4375,0.30000001192092896,0.029999999329447746,7811.54638671875,1585.96044921875,9.999999747378752e-05,0.30000001192092896
Satin Cotton,0.25,0.33000001311302185,0.25,1000000.0,151.01010131835938,0.25,18976.689453125,0.30000001192092896,0.25,3418.92236328125,380.51605224609375,18976.689453125,0.30000001192092896,344408.46875,0.30000001192092896,0.029999999329447746,4454.61279296875,3418.92236328125,9.999999747378752e-05,0.30000001192092896
Woven Printing Crepe Viscose,0.25,0.3499999940395355,0.25,256236.53125,158.080810546875,0.25,13098.4365234375,0.30000001192092896,0.25,639.9154663085938,1404.76220703125,13098.4365234375,0.30000001192092896,62437.26171875,0.30000001192092896,0.029999999329447746,2198.21923828125,639.9154663085938,9.999999747378752e-05,0.30000001192092896
Crepe Viscose,0.25,0.44999998807907104,0.25,227275.765625,160.10101318359375,0.25,34235.24609375,0.30000001192092896,0.25,1036.64404296875,1959.80078125,34235.24609375,0.30000001192092896,214102.40625,0.30000001192092896,0.029999999329447746,565.5288696289062,1036.64404296875,9.999999747378752e-05,0.30000001192092896
Woven Printing Cotton,0.25,0.27000001072883606,0.25,1000000.0,120.2020263671875,0.25,42432.00390625,0.30000001192092896,0.25,5125.99951171875,1709.93798828125,42432.00390625,0.30000001192092896,520078.1875,0.30000001192092896,0.029999999329447746,5980.49169921875,5125.99951171875,9.999999747378752e-05,0.30000001192092896
Poplin Rayon,0.25,0.27000001072883606,0.25,1000000.0,133.83839416503906,0.25,10686.1142578125,0.30000001192092896,0.25,426.29241943359375,718.1167602539062,10686.1142578125,0.30000001192092896,102178.9921875,0.30000001192092896,0.029999999329447746,1738.54833984375,426.29241943359375,9.999999747378752e-05,0.30000001192092896
Woven Twill Cotton,0.25,0.5099999904632568,0.25,1000000.0,284.8484802246094,0.25,307593.4375,0.30000001192092896,0.25,13672.828125,9886.7421875,307593.4375,0.30000001192092896,737901.75,0.30000001192092896,0.029999999329447746,93262.671875,13672.828125,9.999999747378752e-05,0.30000001192092896
Woven Satin Polyester,0.25,0.27000001072883606,0.25,57055.9140625,94.44445037841797,0.25,12264.29296875,0.30000001192092896,0.25,258.44573974609375,426.29241943359375,12264.29296875,0.30000001192092896,156249.53125,0.30000001192092896,0.029999999329447746,374.79400634765625,258.44573974609375,9.999999747378752e-05,0.30000001192092896
Woven plain Polyester,0.25,0.46000000834465027,0.25,408153.4375,132.82827758789062,0.25,8869.8671875,0.30000001192092896,0.25,365.25726318359375,2562.52294921875,8869.8671875,0.30000001192092896,562785.1875,0.30000001192092896,0.029999999329447746,1235.00830078125,365.25726318359375,9.999999747378752e-05,0.30000001192092896
woven twill Polyester Cotton,0.25,0.2199999988079071,0.25,1000000.0,104.54544830322266,0.25,164789.96875,0.30000001192092896,0.25,1923.56103515625,1938.81982421875,164789.96875,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,1221.65673828125,1923.56103515625,9.999999747378752e-05,0.30000001192092896
Knit Polyester,0.0,0.47999998927116394,0.0,27874.68359375,146.96969604492188,0.0,6264.9755859375,0.0,0.0,44.82269287109375,90.59906005859375,6264.9755859375,0.0,8612.7509765625,0.0,0.029999999329447746,96.32110595703125,44.82269287109375,9.999999747378752e-05,0.0
Woven Twill Cotton,0.25,0.3700000047683716,0.25,1000000.0,220.2020263671875,0.25,335865.28125,0.30000001192092896,0.25,3876.68603515625,5860.32861328125,335865.28125,0.30000001192092896,706205.0,0.30000001192092896,0.029999999329447746,2442.35986328125,3876.68603515625,9.999999747378752e-05,0.30000001192092896
woven plain Nylon,0.25,0.07999999821186066,0.25,589410.9375,39.39393615722656,0.25,74604.5546875,0.30000001192092896,0.25,212.66937255859375,245.09429931640625,74604.5546875,0.30000001192092896,341699.59375,0.30000001192092896,0.029999999329447746,487.32757568359375,212.66937255859375,9.999999747378752e-05,0.30000001192092896
EY Poplin Linen,0.25,0.3199999928474426,0.25,1000000.0,125.25252532958984,0.25,10645.3642578125,0.30000001192092896,0.25,3418.92236328125,3418.92236328125,10645.3642578125,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,7811.54638671875,3418.92236328125,9.999999747378752e-05,0.30000001192092896
EY Poplin Cotton,0.25,0.2199999988079071,0.25,1000000.0,122.22222137451172,0.25,39242.28125,0.30000001192092896,0.25,1206.39794921875,1465.79736328125,39242.28125,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,3418.92236328125,1206.39794921875,9.999999747378752e-05,0.30000001192092896
EY Dobby Poly Rayon,0.25,0.33000001311302185,0.25,1000000.0,183.83839416503906,0.25,44002.8828125,0.30000001192092896,0.25,3905.29638671875,4393.57763671875,44002.8828125,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,4395.48486328125,3905.29638671875,9.999999747378752e-05,0.30000001192092896
EY Cotton,0.25,0.3400000035762787,0.25,1000000.0,122.22222137451172,0.25,19443.7734375,0.30000001192092896,0.25,2196.31201171875,1341.81982421875,19443.7734375,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,3418.92236328125,2196.31201171875,9.999999747378752e-05,0.30000001192092896
EY Crinkle Cotton,0.25,0.4000000059604645,0.25,477070.3125,52.52524948120117,0.25,1000000.0,0.30000001192092896,0.25,548.3627319335938,107.76519775390625,1000000.0,0.30000001192092896,601.6287841796875,0.30000001192092896,0.029999999329447746,3905.29638671875,548.3627319335938,9.999999747378752e-05,0.30000001192092896
EY Poplin Cotton,0.25,0.23000000417232513,0.25,1000000.0,122.22222137451172,0.25,591.5701904296875,0.30000001192092896,0.25,1097.67919921875,1593.58984375,591.5701904296875,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,2427.10107421875,1097.67919921875,9.999999747378752e-05,0.30000001192092896
EY Woven Cotton,0.25,0.2199999988079071,0.25,1000000.0,107.57575988769531,0.25,25562.251953125,0.30000001192092896,0.25,365.25726318359375,441.55120849609375,25562.251953125,0.30000001192092896,397175.90625,0.30000001192092896,0.029999999329447746,3905.29638671875,365.25726318359375,9.999999747378752e-05,0.30000001192092896
EY Cotton,0.25,0.3799999952316284,0.25,1000000.0,163.13131713867188,0.25,229171.734375,0.30000001192092896,0.25,3172.87451171875,4883.76611328125,229171.734375,0.30000001192092896,786676.0625,0.30000001192092896,0.029999999329447746,3905.29638671875,3172.87451171875,9.999999747378752e-05,0.30000001192092896
EY Woven Cotton,0.25,0.47999998927116394,0.25,1000000.0,238.88890075683594,0.25,284845.34375,0.30000001192092896,0.25,15624.046875,3418.92236328125,284845.34375,0.30000001192092896,472851.125,0.30000001192092896,0.029999999329447746,15381.8125,15624.046875,9.999999747378752e-05,0.30000001192092896
EY Corduroy Cotton,0.25,0.4699999988079071,0.25,1000000.0,165.15151977539062,0.25,141556.234375,0.30000001192092896,0.25,2808.57080078125,2928.73388671875,141556.234375,0.30000001192092896,570764.5,0.30000001192092896,0.029999999329447746,5003.92919921875,2808.57080078125,9.999999747378752e-05,0.30000001192092896
EY Woven Embroidery Cotton,0.25,0.9900000095367432,0.25,440730.1875,159.09091186523438,0.25,32438.779296875,0.30000001192092896,0.25,2440.45263671875,3899.57421875,32438.779296875,0.30000001192092896,562852.9375,0.30000001192092896,0.029999999329447746,3447.53271484375,2440.45263671875,9.999999747378752e-05,0.30000001192092896
EY cotton,0.25,1.6799999475479126,0.25,443834.59375,320.2020263671875,0.25,24500.74609375,0.30000001192092896,0.25,9644.5078125,9764.671875,24500.74609375,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,2869.60595703125,9644.5078125,9.999999747378752e-05,0.30000001192092896
EY Dobby Cotton,0.25,0.28999999165534973,0.25,1000000.0,117.67676544189453,0.25,11818.66015625,0.30000001192092896,0.25,861.1679077148438,1341.81982421875,11818.66015625,0.30000001192092896,231867.875,0.30000001192092896,0.029999999329447746,1954.07861328125,861.1679077148438,9.999999747378752e-05,0.30000001192092896
EY Slub Poplin Cotton,0.25,0.1899999976158142,0.25,898527.8125,69.69697570800781,0.25,5937.40087890625,0.30000001192092896,0.25,746.7269897460938,702.8579711914062,5937.40087890625,0.30000001192092896,450445.8125,0.30000001192092896,0.029999999329447746,487.32757568359375,746.7269897460938,9.999999747378752e-05,0.30000001192092896
EY Woven Dobby Cotton,0.25,0.30000001192092896,0.25,702125.3125,121.71717071533203,0.25,14787.306640625,0.30000001192092896,0.25,1711.845458984375,1950.263916015625,14787.306640625,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,1160.62158203125,1711.845458984375,9.999999747378752e-05,0.30000001192092896
EY Woven Dobby Cotton,0.25,0.33000001311302185,0.25,971043.875,112.12120819091797,0.25,7859.31787109375,0.30000001192092896,0.25,487.32757568359375,1730.9189453125,7859.31787109375,0.30000001192092896,375439.8125,0.30000001192092896,0.029999999329447746,2959.25146484375,487.32757568359375,9.999999747378752e-05,0.30000001192092896
EY Woven Dobby Cotton,0.25,0.27000001072883606,0.25,1000000.0,109.5959701538086,0.25,21025.955078125,0.30000001192092896,0.25,914.5736694335938,1952.17138671875,21025.955078125,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,1585.96044921875,914.5736694335938,9.999999747378752e-05,0.30000001192092896
EY Twill Cotton Polyester,0.25,0.3700000047683716,0.25,1000000.0,139.39395141601562,0.25,22579.611328125,0.30000001192092896,0.25,1708.03076171875,1832.00830078125,22579.611328125,0.30000001192092896,281044.8125,0.30000001192092896,0.029999999329447746,1952.17138671875,1708.03076171875,9.999999747378752e-05,0.30000001192092896
EY Corduroy Cotton Polyester,0.25,0.5,0.25,1000000.0,173.23233032226562,0.25,156572.125,0.30000001192092896,0.25,3905.29638671875,1708.03076171875,156572.125,0.30000001192092896,839926.875,0.30000001192092896,0.029999999329447746,1830.10107421875,3905.29638671875,9.999999747378752e-05,0.30000001192092896
EY Seersucker Poly Cotton,0.25,0.3199999928474426,0.25,1000000.0,100.0,0.25,16534.806640625,0.30000001192092896,0.25,1341.81982421875,3905.29638671875,16534.806640625,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,426.29241943359375,1341.81982421875,9.999999747378752e-05,0.30000001192092896
EY Dobby Cotton,0.25,0.6499999761581421,0.25,332800.6875,186.3636474609375,0.25,26371.48828125,0.30000001192092896,0.25,2930.64111328125,2442.35986328125,26371.48828125,0.30000001192092896,347703.0625,0.30000001192092896,0.029999999329447746,4151.34423828125,2930.64111328125,9.999999747378752e-05,0.30000001192092896
EY Woven plain Cotton,0.25,0.25999999046325684,0.25,1000000.0,117.67676544189453,0.25,22927.140625,0.30000001192092896,0.25,1952.17138671875,609.3978881835938,22927.140625,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,1038.55126953125,1952.17138671875,9.999999747378752e-05,0.30000001192092896
EY Woven Cotton,0.25,0.2800000011920929,0.25,1000000.0,94.94949340820312,0.25,13843.486328125,0.30000001192092896,0.25,1830.10107421875,914.5736694335938,13843.486328125,0.30000001192092896,445614.09375,0.30000001192092896,0.029999999329447746,2440.45263671875,1830.10107421875,9.999999747378752e-05,0.30000001192092896
EY Woven Cotton,0.25,0.1899999976158142,0.25,1000000.0,60.60606384277344,0.25,5293.201171875,0.30000001192092896,0.25,596.0464477539062,855.4458618164062,5293.201171875,0.30000001192092896,521446.0625,0.30000001192092896,0.029999999329447746,304.22210693359375,596.0464477539062,9.999999747378752e-05,0.30000001192092896
EY Twill Cotton Linen,0.25,0.30000001192092896,0.25,917021.0,110.10101318359375,0.25,12124.81640625,0.30000001192092896,0.25,2196.31201171875,2989.76904296875,12124.81640625,0.30000001192092896,234554.25,0.30000001192092896,0.029999999329447746,792.5033569335938,2196.31201171875,9.999999747378752e-05,0.30000001192092896
EY Woven Dobby Cotton,0.25,0.25999999046325684,0.25,1000000.0,115.15151977539062,0.25,18021.06640625,0.30000001192092896,0.25,975.6088256835938,851.6311645507812,18021.06640625,0.30000001192092896,185799.890625,0.30000001192092896,0.029999999329447746,1648.90283203125,975.6088256835938,9.999999747378752e-05,0.30000001192092896
EY Flannel Cotton,0.25,0.49000000953674316,0.25,384935.5,147.9798126220703,0.25,13627.576171875,0.30000001192092896,0.25,731.4682006835938,1221.65673828125,13627.576171875,0.30000001192092896,321772.6875,0.30000001192092896,0.029999999329447746,1955.986083984375,731.4682006835938,9.999999747378752e-05,0.30000001192092896
EY Woven Seersucker Cotton Rayon,0.25,0.3400000035762787,0.25,1000000.0,134.84849548339844,0.25,20707.4375,0.30000001192092896,0.25,975.6088256835938,824.9282836914062,20707.4375,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,3905.29638671875,975.6088256835938,9.999999747378752e-05,0.30000001192092896
EY Plain Cotton,0.25,0.23000000417232513,0.25,1000000.0,94.94949340820312,0.25,28312.0859375,0.30000001192092896,0.25,1158.71435546875,1982.68896484375,28312.0859375,0.30000001192092896,815715.5,0.30000001192092896,0.029999999329447746,1463.89013671875,1158.71435546875,9.999999747378752e-05,0.30000001192092896
EY Plain Cotton,0.25,0.47999998927116394,0.25,648150.25,124.74747467041016,0.25,10601.96875,0.30000001192092896,0.25,1708.03076171875,1893.04345703125,10601.96875,0.30000001192092896,398043.53125,0.30000001192092896,0.029999999329447746,1708.03076171875,1708.03076171875,9.999999747378752e-05,0.30000001192092896
EY Woven Plain Linen,0.25,0.30000001192092896,0.25,793297.1875,147.47476196289062,0.25,10570.884765625,0.30000001192092896,0.25,3172.87451171875,5919.45654296875,10570.884765625,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,7811.54638671875,3172.87451171875,9.999999747378752e-05,0.30000001192092896
EY Herringbone Cotton Rayon,0.25,0.4000000059604645,0.25,248604.4375,136.8686981201172,0.25,21661.77734375,0.30000001192092896,0.25,1235.00830078125,824.9282836914062,21661.77734375,0.30000001192092896,226618.28125,0.30000001192092896,0.029999999329447746,718.1167602539062,1235.00830078125,9.999999747378752e-05,0.30000001192092896
EY Herringbone Cotton Rayon,0.25,0.4099999964237213,0.25,647964.4375,121.21212768554688,0.25,10718.185546875,0.30000001192092896,0.25,1160.62158203125,884.0560913085938,10718.185546875,0.30000001192092896,243626.578125,0.30000001192092896,0.029999999329447746,1709.93798828125,1160.62158203125,9.999999747378752e-05,0.30000001192092896
EY Plain Cotton,0.25,0.4000000059604645,0.25,1000000.0,144.94949340820312,0.25,4593.5390625,0.30000001192092896,0.25,1435.27978515625,1336.09765625,4593.5390625,0.30000001192092896,410862.625,0.30000001192092896,0.029999999329447746,3905.29638671875,1435.27978515625,9.999999747378752e-05,0.30000001192092896
EY Corduroy Cotton,0.25,0.46000000834465027,0.25,1000000.0,163.6363525390625,0.25,52946.93359375,0.30000001192092896,0.25,4912.37646484375,2684.59326171875,52946.93359375,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,7811.54638671875,4912.37646484375,9.999999747378752e-05,0.30000001192092896
EY Woven Cotton,0.25,0.2800000011920929,0.25,824089.75,122.22222137451172,0.25,37256.80078125,0.30000001192092896,0.25,2182.96044921875,1679.42041015625,37256.80078125,0.30000001192092896,423265.09375,0.30000001192092896,0.029999999329447746,2900.12353515625,2182.96044921875,9.999999747378752e-05,0.30000001192092896
EY Dobby Cotton,0.25,0.23999999463558197,0.25,1000000.0,122.22222137451172,0.25,147912.234375,0.30000001192092896,0.25,2196.31201171875,1099.58642578125,147912.234375,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,2381.32470703125,2196.31201171875,9.999999747378752e-05,0.30000001192092896
EY Dobby Cotton Polyester,0.25,0.33000001311302185,0.25,1000000.0,115.15151977539062,0.25,39654.71875,0.30000001192092896,0.25,1128.19677734375,611.3052368164062,39654.71875,0.30000001192092896,950747.5,0.30000001192092896,0.029999999329447746,2684.59326171875,1128.19677734375,9.999999747378752e-05,0.30000001192092896
EY Colored Nep Yarn Cotton Polyester,0.25,0.28999999165534973,0.25,1000000.0,123.23233032226562,0.25,35583.86328125,0.30000001192092896,0.25,1709.93798828125,1160.62158203125,35583.86328125,0.30000001192092896,384215.46875,0.30000001192092896,0.029999999329447746,1952.17138671875,1709.93798828125,9.999999747378752e-05,0.30000001192092896
EY Woven plain Cotton,0.25,0.5,0.25,1000000.0,151.51515197753906,0.25,8615.9453125,0.30000001192092896,0.25,1952.17138671875,1967.43017578125,8615.9453125,0.30000001192092896,304959.4375,0.30000001192092896,0.029999999329447746,1709.93798828125,1952.17138671875,9.999999747378752e-05,0.30000001192092896
EY Dobby Cotton Rayon,0.25,0.4300000071525574,0.25,539654.5,117.67676544189453,0.25,3459.46875,0.30000001192092896,0.25,962.2573852539062,884.0560913085938,3459.46875,0.30000001192092896,248070.28125,0.30000001192092896,0.029999999329447746,916.4810180664062,962.2573852539062,9.999999747378752e-05,0.30000001192092896
EY Dobby Cotton Rayon,0.25,0.44999998807907104,0.25,490322.125,128.2828369140625,0.25,10414.0712890625,0.30000001192092896,0.25,1296.04345703125,790.5960083007812,10414.0712890625,0.30000001192092896,224581.578125,0.30000001192092896,0.029999999329447746,914.5736694335938,1296.04345703125,9.999999747378752e-05,0.30000001192092896
EY Dobby Cotton Rayon,0.25,0.4699999988079071,0.25,187427.75,134.84849548339844,0.25,21842.85546875,0.30000001192092896,0.25,916.4810180664062,823.0209350585938,21842.85546875,0.30000001192092896,196666.6875,0.30000001192092896,0.029999999329447746,1891.13623046875,916.4810180664062,9.999999747378752e-05,0.30000001192092896
EY Woven Cotton,0.25,0.20999999344348907,0.25,1000000.0,116.16161346435547,0.25,184324.828125,0.30000001192092896,0.25,1954.07861328125,1954.07861328125,184324.828125,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,1982.68896484375,1954.07861328125,9.999999747378752e-05,0.30000001192092896
