name,bucklingStiffnessLeftBias,thickness,bucklingStiffnessRightBias,stretchWarp,density,bucklingStiffnessWeft,leftShear,bucklingRatioRightBias,bucklingStiffnessWarp,bendingRightBias,bendingWeft,rightShear,bucklingRatioLeftBias,stretchWeft,bucklingRatioWeft,friction,bendingWarp,bendingLeftBias,internalDamping,bucklingRatioWarp
EY Dobby Cotton,0.25,0.44999998807907104,0.25,1000000.0,148.98989868164062,0.25,30939.884765625,0.30000001192092896,0.25,2928.73388671875,3540.99267578125,30939.884765625,0.30000001192092896,784918.5,0.30000001192092896,0.029999999329447746,2684.59326171875,2928.73388671875,9.999999747378752e-05,0.30000001192092896
EY Plain Cotton,0.25,0.33000001311302185,0.25,661132.5625,151.51515197753906,0.25,7889.1845703125,0.30000001192092896,0.25,1709.93798828125,3905.29638671875,7889.1845703125,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,1494.40771484375,1709.93798828125,9.999999747378752e-05,0.30000001192092896
EY Woven Dobby Cotton,0.25,0.25,0.25,961197.375,104.0404052734375,0.25,16095.4541015625,0.30000001192092896,0.25,1954.07861328125,1524.92529296875,16095.4541015625,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,1463.89013671875,1954.07861328125,9.999999747378752e-05,0.30000001192092896
EY Woven Plain Cotton Polyester,0.25,0.25,0.25,1000000.0,122.22222137451172,0.25,23701.7109375,0.30000001192092896,0.25,3357.88720703125,1893.04345703125,23701.7109375,0.30000001192092896,515183.9375,0.30000001192092896,0.029999999329447746,2320.28955078125,3357.88720703125,9.999999747378752e-05,0.30000001192092896
EY Dobby poly Rayon,0.25,0.3799999952316284,0.25,1000000.0,182.32322692871094,0.25,17484.427734375,0.30000001192092896,0.25,5919.45654296875,1585.96044921875,17484.427734375,0.30000001192092896,682129.5625,0.30000001192092896,0.029999999329447746,3296.85205078125,5919.45654296875,9.999999747378752e-05,0.30000001192092896
Flocking Cotton,0.25,0.30000001192092896,0.25,1000000.0,125.25252532958984,0.25,68705.6171875,0.30000001192092896,0.25,3905.29638671875,2076.14892578125,68705.6171875,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,2074.24169921875,3905.29638671875,9.999999747378752e-05,0.30000001192092896
Cotton End on End,0.25,0.25,0.25,1000000.0,113.13130950927734,0.25,20771.806640625,0.30000001192092896,0.25,1463.89013671875,1097.67919921875,20771.806640625,0.30000001192092896,930448.1875,0.30000001192092896,0.029999999329447746,2198.21923828125,1463.89013671875,9.999999747378752e-05,0.30000001192092896
Plain Cotton,0.25,0.4000000059604645,0.25,631186.5,143.93939208984375,0.25,12429.9228515625,0.30000001192092896,0.25,1952.17138671875,794.4107055664062,12429.9228515625,0.30000001192092896,256518.59375,0.30000001192092896,0.029999999329447746,2684.59326171875,1952.17138671875,9.999999747378752e-05,0.30000001192092896
Woven plain Polyester,0.25,0.4000000059604645,0.25,232229.359375,145.9595947265625,0.25,10839.7509765625,0.30000001192092896,0.25,733.3755493164062,1404.76220703125,10839.7509765625,0.30000001192092896,336809.25,0.30000001192092896,0.029999999329447746,1832.00830078125,733.3755493164062,9.999999747378752e-05,0.30000001192092896
Woven Polyester,0.0,0.4000000059604645,0.0,1000000.0,131.31312561035156,0.0,9363.990234375,0.0,0.0,1219.74951171875,58.17413330078125,9363.990234375,0.0,564524.1875,0.0,0.029999999329447746,67.71087646484375,1219.74951171875,9.999999747378752e-05,0.0
Knit Re Poly,0.0,0.6299999952316284,0.0,1000000.0,171.71717834472656,0.0,10094.919921875,0.0,0.0,487.32757568359375,718.1167602539062,10094.919921875,0.0,47680.359375,0.0,0.029999999329447746,5431.17529296875,487.32757568359375,9.999999747378752e-05,0.0
HA Woven Plain Nylon,0.25,0.11999999731779099,0.25,1000000.0,62.62626266479492,0.25,51745.43359375,0.30000001192092896,0.25,153.54156494140625,243.18695068359375,51745.43359375,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,258.44573974609375,153.54156494140625,9.999999747378752e-05,0.30000001192092896
Plain Re poly,0.25,0.3799999952316284,0.25,234253.8125,178.2828369140625,0.25,92548.3203125,0.30000001192092896,0.25,1221.65673828125,1343.72705078125,92548.3203125,0.30000001192092896,438937.8125,0.30000001192092896,0.029999999329447746,975.6088256835938,1221.65673828125,9.999999747378752e-05,0.30000001192092896
Knit Polyester,0.0,0.550000011920929,0.0,103764.890625,217.17172241210938,0.0,72510.9921875,0.0,0.0,792.5033569335938,824.9282836914062,72510.9921875,0.0,410236.875,0.0,0.029999999329447746,985.1455688476562,792.5033569335938,9.999999747378752e-05,0.0
BY single jersey Nylon,0.0,0.550000011920929,0.0,53030.66015625,229.79798889160156,0.0,22650.087890625,0.0,0.0,168.80035400390625,31.47125244140625,22650.087890625,0.0,48121.87890625,0.0,0.029999999329447746,548.3627319335938,168.80035400390625,9.999999747378752e-05,0.0
knit Polyester Nylon,0.0,1.1699999570846558,0.0,79005.8359375,350.50506591796875,0.0,75055.03125,0.0,0.0,914.5736694335938,12694.359375,75055.03125,0.0,457180.71875,0.0,0.029999999329447746,380.51605224609375,914.5736694335938,9.999999747378752e-05,0.0
Knit Polyester Nylon,0.0,1.059999942779541,0.0,153570.203125,330.8080749511719,0.0,14314.03515625,0.0,0.0,3418.92236328125,70311.546875,14314.03515625,0.0,127093.1875,0.0,0.029999999329447746,121.11663818359375,3418.92236328125,9.999999747378752e-05,0.0
,0.0,0.4000000059604645,0.0,54898.3828125,115.15151977539062,0.0,2840.702880859375,0.0,0.0,548.3627319335938,7872.58154296875,2840.702880859375,0.0,21802.646484375,0.0,0.029999999329447746,159.26361083984375,548.3627319335938,9.999999747378752e-05,0.0
Knit Twill Re poly Poly,0.0,0.9399999976158142,0.0,149307.859375,272.2221984863281,0.0,18968.40234375,0.0,0.0,363.34991455078125,147.81951904296875,18968.40234375,0.0,57584.41015625,0.0,0.029999999329447746,855.4458618164062,363.34991455078125,9.999999747378752e-05,0.0
BE Knit Interlock Polyester,0.0,0.7300000190734863,0.0,153068.03125,252.5252685546875,0.0,41516.8203125,0.0,0.0,792.5033569335938,456.80999755859375,41516.8203125,0.0,139711.65625,0.0,0.029999999329447746,1585.96044921875,792.5033569335938,9.999999747378752e-05,0.0
Knit Polyester,0.0,0.5099999904632568,0.0,33760.0390625,151.51515197753906,0.0,11332.8251953125,0.0,0.0,252.72369384765625,245.09429931640625,11332.8251953125,0.0,24477.10546875,0.0,0.029999999329447746,56.26678466796875,252.72369384765625,9.999999747378752e-05,0.0
Knit Polyester,0.0,0.6200000047683716,0.0,32828.8203125,236.86868286132812,0.0,9510.798828125,0.0,0.0,382.42340087890625,306.12945556640625,9510.798828125,0.0,29676.12109375,0.0,0.029999999329447746,138.28277587890625,382.42340087890625,9.999999747378752e-05,0.0
knit Fleece Polyester,0.0,0.949999988079071,0.0,32385.267578125,198.98989868164062,0.0,12631.2294921875,0.0,0.0,512.1231079101562,779.1519165039062,12631.2294921875,0.0,89729.5625,0.0,0.029999999329447746,1221.65673828125,512.1231079101562,9.999999747378752e-05,0.0
Knit Fleece Polyester,0.0,1.149999976158142,0.0,32070.755859375,251.0100860595703,0.0,14145.9853515625,0.0,0.0,1587.86767578125,346.18377685546875,14145.9853515625,0.0,34311.75390625,0.0,0.029999999329447746,334.73968505859375,1587.86767578125,9.999999747378752e-05,0.0
K A Knit Polyester,0.0,1.0499999523162842,0.0,105158.2578125,227.7777862548828,0.0,29297.439453125,0.0,0.0,823.0209350585938,1173.97314453125,29297.439453125,0.0,55134.9296875,0.0,0.029999999329447746,2930.64111328125,823.0209350585938,9.999999747378752e-05,0.0
K Woven Nylon,0.25,0.9900000095367432,0.25,17863.19921875,295.4545593261719,0.25,57730.375,0.30000001192092896,0.25,2900.12353515625,5799.29345703125,57730.375,0.30000001192092896,95397.0,0.30000001192092896,0.029999999329447746,2869.60595703125,2900.12353515625,9.999999747378752e-05,0.30000001192092896
K Knit Polyester,0.0,0.7599999904632568,0.0,26368.287109375,221.71717834472656,0.0,11699.58984375,0.0,0.0,739.0975952148438,794.4107055664062,11699.58984375,0.0,26400.58984375,0.0,0.029999999329447746,243.18695068359375,739.0975952148438,9.999999747378752e-05,0.0
K Knit Polyester,0.0,0.9900000095367432,0.0,125366.640625,191.41415405273438,0.0,4520.0107421875,0.0,0.0,527.3818969726562,565.5288696289062,4520.0107421875,0.0,75500.90625,0.0,0.029999999329447746,1036.64404296875,527.3818969726562,9.999999747378752e-05,0.0
K Knit Rayon Polyester,0.0,0.9700000286102295,0.0,22725.49609375,286.3636474609375,0.0,2455.33154296875,0.0,0.0,288.96331787109375,15624.046875,2455.33154296875,0.0,16784.484375,0.0,0.029999999329447746,61.98883056640625,288.96331787109375,9.999999747378752e-05,0.0
A AD,0.0,0.3400000035762787,0.0,23529.6875,142.92929077148438,0.0,15491.96484375,0.0,0.0,92.50640869140625,86.78436279296875,15491.96484375,0.0,20095.33203125,0.0,0.029999999329447746,151.63421630859375,92.50640869140625,9.999999747378752e-05,0.0
Polyester,0.0,0.8500000238418579,0.0,59515.546875,232.8282928466797,0.0,38180.95703125,0.0,0.0,544.5480346679688,428.19976806640625,38180.95703125,0.0,30536.5390625,0.0,0.029999999329447746,573.1582641601562,544.5480346679688,9.999999747378752e-05,0.0
Knit Nylon Rayon,0.0,0.4000000059604645,0.0,50726.9296875,165.15151977539062,0.0,20964.572265625,0.0,0.0,313.75885009765625,212.66937255859375,20964.572265625,0.0,77007.2421875,0.0,0.029999999329447746,92.50640869140625,313.75885009765625,9.999999747378752e-05,0.0
Knit Polyester,0.0,0.7200000286102295,0.0,20810.2578125,232.32322692871094,0.0,10060.681640625,0.0,0.0,687.5991821289062,700.9506225585938,10060.681640625,0.0,25994.326171875,0.0,0.029999999329447746,702.8579711914062,687.5991821289062,9.999999747378752e-05,0.0
Knit Rib Cotton,0.0,0.8399999737739563,0.0,21974.740234375,211.11109924316406,0.0,13618.76171875,0.0,0.0,807.7621459960938,161.17095947265625,13618.76171875,0.0,109286.4375,0.0,0.029999999329447746,5124.09228515625,807.7621459960938,9.999999747378752e-05,0.0
Knit Rayon,0.0,0.5400000214576721,0.0,9824.1435546875,202.02020263671875,0.0,5901.3740234375,0.0,0.0,56.26678466796875,60.08148193359375,5901.3740234375,0.0,12005.0888671875,0.0,0.029999999329447746,279.42657470703125,56.26678466796875,9.999999747378752e-05,0.0
Knit Rayon,0.0,0.7300000190734863,0.0,11629.3984375,219.69696044921875,0.0,7013.7490234375,0.0,0.0,155.44891357421875,344.27642822265625,7013.7490234375,0.0,9960.12109375,0.0,0.029999999329447746,100.13580322265625,155.44891357421875,9.999999747378752e-05,0.0
knit Polyester,0.0,0.5,0.0,23036.94921875,175.25253295898438,0.0,4290.5849609375,0.0,0.0,250.81634521484375,178.33709716796875,4290.5849609375,0.0,16918.38671875,0.0,0.029999999329447746,298.50006103515625,250.81634521484375,9.999999747378752e-05,0.0
Knit interlock Cotton,0.0,0.5,0.0,143004.96875,163.13131713867188,0.0,8693.1689453125,0.0,0.0,239.37225341796875,178.33709716796875,8693.1689453125,0.0,32632.626953125,0.0,0.029999999329447746,611.3052368164062,239.37225341796875,9.999999747378752e-05,0.0
Knit rib Rayon,0.0,0.5699999928474426,0.0,5543.990234375,186.8686981201172,0.0,3361.65771484375,0.0,0.0,92.50640869140625,100.13580322265625,3361.65771484375,0.0,10433.07421875,0.0,0.029999999329447746,126.83868408203125,92.50640869140625,9.999999747378752e-05,0.0
Knit Polyester Rayon,0.0,0.8999999761581421,0.0,8308.4345703125,219.1919403076172,0.0,2939.226806640625,0.0,0.0,306.12945556640625,41.00799560546875,2939.226806640625,0.0,12842.8466796875,0.0,0.029999999329447746,388.14544677734375,306.12945556640625,9.999999747378752e-05,0.0
Knit Polyester Rayon,0.0,0.6299999952316284,0.0,2753.53125,220.2020263671875,0.0,5619.494140625,0.0,0.0,164.98565673828125,132.56072998046875,5619.494140625,0.0,20103.060546875,0.0,0.029999999329447746,126.83868408203125,164.98565673828125,9.999999747378752e-05,0.0
Knit Single knit Polyester Rayon,0.0,0.949999988079071,0.0,17995.6875,151.01010131835938,0.0,6884.224609375,0.0,0.0,441.55120849609375,58.17413330078125,6884.224609375,0.0,60316.4609375,0.0,0.029999999329447746,1023.2925415039062,441.55120849609375,9.999999747378752e-05,0.0
Knit Polyester,0.0,0.699999988079071,0.0,18070.94140625,201.51515197753906,0.0,10462.6875,0.0,0.0,121.11663818359375,102.04315185546875,10462.6875,0.0,54783.4765625,0.0,0.029999999329447746,124.93133544921875,121.11663818359375,9.999999747378752e-05,0.0
Knit Slub Single Jersey Rayon Polyester,0.0,0.7200000286102295,0.0,18211.09765625,244.94947814941406,0.0,2472.713134765625,0.0,0.0,130.65338134765625,401.49688720703125,2472.713134765625,0.0,15763.8095703125,0.0,0.029999999329447746,142.09747314453125,130.65338134765625,9.999999747378752e-05,0.0
Knit Polyester,0.0,0.6499999761581421,0.0,16925.34765625,172.72727966308594,0.0,6958.8779296875,0.0,0.0,166.89300537109375,489.23492431640625,6958.8779296875,0.0,53089.03125,0.0,0.029999999329447746,420.57037353515625,166.89300537109375,9.999999747378752e-05,0.0
Knit Rayon,0.0,0.7300000190734863,0.0,11707.5849609375,288.8888854980469,0.0,4285.3203125,0.0,0.0,191.68853759765625,166.89300537109375,4285.3203125,0.0,12962.08203125,0.0,0.029999999329447746,321.38824462890625,191.68853759765625,9.999999747378752e-05,0.0
Knit Dobby Polyester,0.0,0.7699999809265137,0.0,161961.78125,292.9292907714844,0.0,13968.33203125,0.0,0.0,580.7876586914062,1570.70166015625,13968.33203125,0.0,217833.1875,0.0,0.029999999329447746,901.2222290039062,580.7876586914062,9.999999747378752e-05,0.0
Knit Polyester,0.0,0.6200000047683716,0.0,8349.416015625,209.0908966064453,0.0,5005.1728515625,0.0,0.0,60.08148193359375,132.56072998046875,5005.1728515625,0.0,14412.490234375,0.0,0.029999999329447746,102.04315185546875,60.08148193359375,9.999999747378752e-05,0.0
single jersey polyester,0.0,0.41999998688697815,0.0,14106.2158203125,154.5454559326172,0.0,5423.99072265625,0.0,0.0,82.96966552734375,27.65655517578125,5423.99072265625,0.0,11616.5517578125,0.0,0.029999999329447746,103.95050048828125,82.96966552734375,9.999999747378752e-05,0.0
Knit Cotton,0.0,0.949999988079071,0.0,22060.859375,156.56565856933594,0.0,3463.732666015625,0.0,0.0,851.6311645507812,54.35943603515625,3463.732666015625,0.0,76259.8671875,0.0,0.029999999329447746,868.7973022460938,851.6311645507812,9.999999747378752e-05,0.0
knit Cotton Polyester,0.0,0.9599999785423279,0.0,20112.5859375,186.8686981201172,0.0,4947.078125,0.0,0.0,494.95697021484375,344.27642822265625,4947.078125,0.0,9800.42578125,0.0,0.029999999329447746,611.3052368164062,494.95697021484375,9.999999747378752e-05,0.0
Knit Terry Rayon,0.0,2.640000104904175,0.0,9143.943359375,227.27273559570312,0.0,3457.609375,0.0,0.0,306.12945556640625,313.75885009765625,3457.609375,0.0,8128.876953125,0.0,0.029999999329447746,405.31158447265625,306.12945556640625,9.999999747378752e-05,0.0
Knit Dobby Single Knit Polyester Rayon,0.0,0.6499999761581421,0.0,12223.025390625,187.3737335205078,0.0,5470.8779296875,0.0,0.0,199.31793212890625,245.09429931640625,5470.8779296875,0.0,11042.7724609375,0.0,0.029999999329447746,287.05596923828125,199.31793212890625,9.999999747378752e-05,0.0
Knit x Rib Rayon,0.0,0.5,0.0,7869.494140625,205.05050659179688,0.0,8783.7734375,0.0,0.0,18.11981201171875,42.91534423828125,8783.7734375,0.0,11275.7314453125,0.0,0.029999999329447746,41.00799560546875,18.11981201171875,9.999999747378752e-05,0.0
Double Knit Polyester,0.0,0.7400000095367432,0.0,173724.21875,252.5252685546875,0.0,20272.76171875,0.0,0.0,672.3403930664062,763.8931274414062,20272.76171875,0.0,39816.3515625,0.0,0.029999999329447746,761.9857788085938,672.3403930664062,9.999999747378752e-05,0.0
Knit Polyester Rayon,0.0,0.8700000047683716,0.0,124560.359375,279.2929382324219,0.0,4053.39892578125,0.0,0.0,555.9921264648438,90.59906005859375,4053.39892578125,0.0,51409.53125,0.0,0.029999999329447746,885.9634399414062,555.9921264648438,9.999999747378752e-05,0.0
Knit Polyester,0.0,0.6600000262260437,0.0,28811.939453125,241.41415405273438,0.0,7014.5,0.0,0.0,153.54156494140625,20.02716064453125,7014.5,0.0,26098.55078125,0.0,0.029999999329447746,473.97613525390625,153.54156494140625,9.999999747378752e-05,0.0
T,0.0,0.5,0.0,48220.1015625,160.10101318359375,0.0,25730.08203125,0.0,0.0,145.91217041015625,119.20928955078125,25730.08203125,0.0,28356.2890625,0.0,0.029999999329447746,105.85784912109375,145.91217041015625,9.999999747378752e-05,0.0
a knit tricot Polyester,0.0,0.41999998688697815,0.0,33777.01953125,224.24241638183594,0.0,326434.78125,0.0,0.0,199.31793212890625,1372.33740234375,326434.78125,0.0,128182.3046875,0.0,0.029999999329447746,2013.20654296875,199.31793212890625,9.999999747378752e-05,0.0
D S Knit Polyester,0.0,0.7300000190734863,0.0,34247.84765625,184.84848022460938,0.0,12201.1328125,0.0,0.0,224.11346435546875,212.66937255859375,12201.1328125,0.0,15316.4345703125,0.0,0.029999999329447746,287.05596923828125,224.11346435546875,9.999999747378752e-05,0.0
D interlock Polyester,0.0,0.49000000953674316,0.0,10480.4443359375,140.40403747558594,0.0,11566.7373046875,0.0,0.0,88.69171142578125,252.72369384765625,11566.7373046875,0.0,26241.072265625,0.0,0.029999999329447746,176.42974853515625,88.69171142578125,9.999999747378752e-05,0.0
d s pique Recycle Polyester,0.0,0.5199999809265137,0.0,26140.3125,125.75757598876953,0.0,4498.431640625,0.0,0.0,67.71087646484375,214.57672119140625,4498.431640625,0.0,17107.759765625,0.0,0.029999999329447746,82.96966552734375,67.71087646484375,9.999999747378752e-05,0.0
s jersey Polyester Recycle Polyester,0.0,0.6899999976158142,0.0,81669.03125,222.22222900390625,0.0,21499.37890625,0.0,0.0,250.81634521484375,334.73968505859375,21499.37890625,0.0,55791.58203125,0.0,0.029999999329447746,473.97613525390625,250.81634521484375,9.999999747378752e-05,0.0
Interlock Cotton Polyester,0.0,0.8500000238418579,0.0,40038.1875,202.02020263671875,0.0,6660.419921875,0.0,0.0,283.24127197265625,166.89300537109375,6660.419921875,0.0,20530.546875,0.0,0.029999999329447746,1191.13916015625,283.24127197265625,9.999999747378752e-05,0.0
T knit terry Polyester,0.0,0.49000000953674316,0.0,136098.3125,171.21212768554688,0.0,26301.255859375,0.0,0.0,81.06231689453125,12.39776611328125,26301.255859375,0.0,68063.609375,0.0,0.029999999329447746,321.38824462890625,81.06231689453125,9.999999747378752e-05,0.0
Interlock Polyester,0.0,0.8199999928474426,0.0,32677.6640625,277.272705078125,0.0,17060.068359375,0.0,0.0,1297.95068359375,1435.27978515625,17060.068359375,0.0,32407.08203125,0.0,0.029999999329447746,899.3148803710938,1297.95068359375,9.999999747378752e-05,0.0
W,0.25,0.5699999928474426,0.25,836993.75,239.89898681640625,0.25,125946.0390625,0.30000001192092896,0.25,2074.24169921875,31249.046875,125946.0390625,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,761.9857788085938,2074.24169921875,9.999999747378752e-05,0.30000001192092896
W Woven Melange Polyester Rayon Nylon,0.25,0.5299999713897705,0.25,364239.28125,260.6060485839844,0.25,83117.8125,0.30000001192092896,0.25,10743.140625,15624.046875,83117.8125,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,1465.79736328125,10743.140625,9.999999747378752e-05,0.30000001192092896
W Woven Cotton Polyester,0.25,1.0499999523162842,0.25,103977.34375,291.919189453125,0.25,182954.265625,0.30000001192092896,0.25,13672.828125,46872.140625,182954.265625,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,11719.703125,13672.828125,9.999999747378752e-05,0.30000001192092896
W Woven Dobby Cotton Polyester,0.25,0.7400000095367432,0.25,316734.34375,260.10101318359375,0.25,109451.2265625,0.30000001192092896,0.25,8299.828125,13731.95703125,109451.2265625,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,3663.06298828125,8299.828125,9.999999747378752e-05,0.30000001192092896
W Woven Polyester,0.25,0.6399999856948853,0.25,155243.21875,236.36363220214844,0.25,11570.8125,0.30000001192092896,0.25,1404.76220703125,2928.73388671875,11570.8125,0.30000001192092896,203017.234375,0.30000001192092896,0.029999999329447746,1952.17138671875,1404.76220703125,9.999999747378752e-05,0.30000001192092896
W Woven Rayon Polyester,0.25,0.5,0.25,54012.3203125,151.51515197753906,0.25,6052.03173828125,0.30000001192092896,0.25,1160.62158203125,2076.14892578125,6052.03173828125,0.30000001192092896,85015.5390625,0.30000001192092896,0.029999999329447746,2869.60595703125,1160.62158203125,9.999999747378752e-05,0.30000001192092896
W Woven Nylon,0.25,29.0,0.25,394977.5625,757.5757446289062,0.25,28607.42578125,0.30000001192092896,0.25,2013.20654296875,6957.05419921875,28607.42578125,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,4881.85888671875,2013.20654296875,9.999999747378752e-05,0.30000001192092896
W Woven Dobby Rayon Nylon,0.25,0.4000000059604645,0.25,165317.15625,192.4242401123047,0.25,14059.599609375,0.30000001192092896,0.25,1008.0337524414062,4149.43701171875,14059.599609375,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,487.32757568359375,1008.0337524414062,9.999999747378752e-05,0.30000001192092896
W R Woven Polyester Rayon Nylon,0.25,0.6600000262260437,0.25,1000000.0,284.8484802246094,0.25,110953.7734375,0.30000001192092896,0.25,9032.25,2686.50048828125,110953.7734375,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,1893.04345703125,9032.25,9.999999747378752e-05,0.30000001192092896
W Woven Polyester Rayon,0.25,0.4699999988079071,0.25,37277.1796875,143.43434143066406,0.25,5797.59716796875,0.30000001192092896,0.25,914.5736694335938,1952.17138671875,5797.59716796875,0.30000001192092896,81676.796875,0.30000001192092896,0.029999999329447746,975.6088256835938,914.5736694335938,9.999999747378752e-05,0.30000001192092896
W Woven Rayon Nylon Polyester,0.25,0.6200000047683716,0.25,888711.8125,267.6767883300781,0.25,324403.6875,0.30000001192092896,0.25,8055.68701171875,15624.046875,324403.6875,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,4393.57763671875,8055.68701171875,9.999999747378752e-05,0.30000001192092896
WA Knit interlock,0.0,0.6000000238418579,0.0,84582.890625,144.94949340820312,0.0,11848.7177734375,0.0,0.0,77.24761962890625,212.66937255859375,11848.7177734375,0.0,56782.05859375,0.0,0.029999999329447746,151.63421630859375,77.24761962890625,9.999999747378752e-05,0.0
Woven Twill Cotton,0.25,0.4300000071525574,0.25,332913.25,125.75757598876953,0.25,12414.8984375,0.30000001192092896,0.25,1585.96044921875,624.6566772460938,12414.8984375,0.30000001192092896,273460.09375,0.30000001192092896,0.029999999329447746,1128.19677734375,1585.96044921875,9.999999747378752e-05,0.30000001192092896
Woven Twill Cotton Polyester,0.25,0.4699999988079071,0.25,1000000.0,152.02020263671875,0.25,415189.4375,0.30000001192092896,0.25,6836.89111328125,6348.60986328125,415189.4375,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,7811.54638671875,6836.89111328125,9.999999747378752e-05,0.30000001192092896
WOVEN PLAIN Polyester,0.25,0.2199999988079071,0.25,1000000.0,105.05049896240234,0.25,26149.828125,0.30000001192092896,0.25,1036.64404296875,3905.29638671875,26149.828125,0.30000001192092896,351941.8125,0.30000001192092896,0.029999999329447746,990.8676147460938,1036.64404296875,9.999999747378752e-05,0.30000001192092896
Woven Twill Polyester,0.25,0.25,0.25,986246.75,115.15151977539062,0.25,32039.4765625,0.30000001192092896,0.25,977.5161743164062,3905.29638671875,32039.4765625,0.30000001192092896,1000000.0,0.30000001192092896,0.029999999329447746,731.4682006835938,977.5161743164062,9.999999747378752e-05,0.30000001192092896
twill Cotton,0.25,0.8399999737739563,0.25,771086.25,270.7070617675781,0.25,67671.921875,0.30000001192092896,0.25,4761.69580078125,7842.06396484375,67671.921875,0.30000001192092896,389626.625,0.30000001192092896,0.029999999329447746,7809.63916015625,4761.69580078125,9.999999747378752e-05,0.30000001192092896
